step,n,mae_Chronos2-ZS,mae_NPTS,mae_SeasonalNaive,mase_Chronos2-ZS,mase_NPTS
57,576,0.22232692695694725,0.22578124999999996,0.3344097222222222,0.9065604845276698,0.9233379707023306
58,576,0.21058110854745693,0.21340277777777777,0.3394791666666667,0.704117715735202,0.7227392028877213
59,576,0.19744333817238738,0.19895833333333332,0.30421875,0.5667590907907039,0.5874135298413338
60,576,0.24543274310414642,0.25350694444444444,0.3097569444444444,0.732450248833566,0.7613833660809574
61,576,0.2519157664592179,0.25300347222222225,0.31723958333333335,0.7613046340826316,0.7825709311458398
62,576,0.2060687375670346,0.20894097222222224,0.29125,0.6327135259628416,0.6476052527527669
63,576,0.23816763991848955,0.24234374999999997,0.31053819444444447,0.7424802759619041,0.7651499306820663
64,576,0.24152902201277662,0.25394097222222217,0.36796875000000007,0.8890276029314358,0.9445675686948045
65,576,0.27554373307935337,0.2889756944444445,0.39793402777777775,0.7672121041001048,0.816695177112803
66,575,0.22939453671349452,0.23692173913043477,0.36027826086956527,0.5957493341147543,0.659139540159135
67,575,0.1779708274293509,0.19728695652173914,0.3407826086956522,0.4902817685006753,0.5489475592752775
68,575,0.19769098722799477,0.21410434782608695,0.3884173913043478,0.6368385233148752,0.6860540748815386
69,575,0.19901430999245898,0.20834782608695648,0.32633043478260865,0.5963413597078779,0.6031552450099055
70,576,0.21675284693532582,0.23737847222222225,0.33114583333333336,0.6140734836464771,0.6719846425213842
71,576,0.24988842753807047,0.2649652777777778,0.3871354166666667,0.7693582585295325,0.8221834086656964
72,576,0.21389770270450145,0.22605902777777775,0.3391840277777778,0.7256160681059802,0.758464174745723
73,575,0.20364863368105143,0.2220869565217391,0.3061913043478261,0.6275090430021287,0.6671016386695897
74,575,0.21377112112183366,0.24109565217391304,0.32648695652173915,0.6001673383577384,0.674748184959578
75,575,0.21391976266782728,0.2358782608695652,0.37878260869565217,0.5273488107138131,0.5879419727318287
76,576,0.22536001906658287,0.22821180555555554,0.3324652777777778,0.6423724345308022,0.6528236786580444
77,576,0.22666459574796238,0.22942708333333334,0.3274305555555555,0.6073477270034137,0.6211370395546738
78,576,0.20644484296611657,0.2137673611111111,0.32664930555555555,0.5850572489776318,0.6233551089945304
79,576,0.19638127350613,0.20211805555555556,0.30493055555555554,0.5814639830848036,0.6104281653164297
80,576,0.22082180663828896,0.22953125000000002,0.3211805555555556,0.9021648998838221,0.9330977522583515
81,576,0.2120437113516588,0.2202083333333333,0.31048611111111113,0.6955955152323026,0.7363385669509254
82,576,0.20114426568914498,0.20413194444444444,0.3225347222222222,0.5778433187498722,0.6207343352023845
83,576,0.23962141113481467,0.25078124999999996,0.3553472222222222,0.7330667276339701,0.7734447138834746
84,576,0.25109750413753823,0.25689236111111113,0.33182291666666663,0.6577220633884063,0.6765005875234715
85,576,0.19850035713685632,0.20527777777777778,0.31602430555555555,0.5769890900199377,0.6087518888850736
86,576,0.25352009315484286,0.25946180555555554,0.3255902777777777,0.7826900299748244,0.8132740526036387
87,576,0.24511861059009485,0.25180555555555556,0.38006944444444446,0.8965552245278131,0.9398412355634329
88,576,0.2881020645602176,0.3012152777777778,0.3966319444444444,0.8374652042431554,0.8864940120568219
89,575,0.22298109073366407,0.23878260869565218,0.3369913043478261,0.5734967443039952,0.6504574570800638
90,575,0.18333239587007255,0.19961739130434783,0.31730434782608696,0.5123101048395501,0.5697062121500258
91,575,0.204993668372425,0.21751304347826086,0.3474434782608695,0.6598010286065216,0.70062472833284
92,575,0.20151729713320407,0.21076521739130435,0.3730608695652174,0.5948534132760723,0.6013649285449099
93,576,0.21185932993015738,0.22874999999999998,0.3429340277777778,0.5968650566356641,0.630802884130746
94,576,0.2505275226586148,0.2668229166666667,0.36060763888888886,0.7618494960896531,0.8148856000618214
95,576,0.21674692809513446,0.23149305555555552,0.3415104166666667,0.731754312023192,0.772998379652687
96,575,0.21003717339884329,0.21593043478260868,0.30551304347826086,0.6408846693146377,0.6481272361128239
97,575,0.21842359328940106,0.24066086956521737,0.31857391304347826,0.6086234147628161,0.6779721841802405
98,575,0.21392095316350868,0.2357043478260869,0.32182608695652176,0.5255800691788955,0.5890036640505296
99,576,0.222290954368879,0.22975694444444444,0.3665625,0.6378052322363327,0.6538846874278547
100,576,0.2285035975050151,0.23246527777777773,0.30541666666666667,0.6097404241284187,0.6253316800724568
101,576,0.2084242418720007,0.21208333333333332,0.2844444444444445,0.591159428085797,0.6146989340240238
102,576,0.195821133134729,0.2002951388888889,0.30390625,0.5850592130515526,0.6116073981288662
103,576,0.20720337688158297,0.22072916666666664,0.31736111111111115,0.7841020101047671,0.8290804019344061
104,576,0.20920833340545059,0.21989583333333332,0.29706597222222225,0.6991131705472793,0.7360381647721627
105,576,0.20266969608058488,0.20782986111111112,0.31439236111111113,0.5800862282560669,0.6255436523791668
106,576,0.2507786428261776,0.2789236111111111,0.38131944444444443,0.8198874985455363,0.9035226747683611
107,576,0.22531107915547186,0.2407465277777778,0.3163020833333333,0.6215224694073986,0.6562058714861922
108,576,0.19013112148299924,0.20684027777777778,0.28925347222222225,0.5695382888719908,0.611110714156179
109,576,0.25692272669765465,0.25953125,0.3574479166666667,0.771591058602472,0.7827827366742146
110,576,0.24213599375146766,0.2504340277777778,0.35532986111111114,0.87527952894438,0.9198069738257636
111,576,0.2951191865690998,0.3160763888888889,0.41125,0.8438578742644056,0.8937649731515376
112,575,0.2298567831057326,0.25648695652173914,0.3802956521739131,0.6215065690529056,0.7154306301291758
113,575,0.17448699184057467,0.19968695652173912,0.31867826086956524,0.4955465964505278,0.5628361041875859
114,575,0.20386276305124734,0.22883478260869566,0.3414260869565217,0.6745204701275014,0.7226360143395318
115,575,0.1986689428973963,0.21749565217391303,0.32959999999999995,0.5932305380754714,0.620240843991063
116,576,0.2089486321824734,0.2294097222222222,0.39394097222222224,0.5910837657181001,0.6251164854445399
117,576,0.25364678921692557,0.26741319444444445,0.3683854166666667,0.7640363179037103,0.8087643417105954
118,576,0.21466474314919554,0.2255555555555556,0.3146701388888889,0.7187880978709216,0.7593241481748579
119,575,0.20191947368823154,0.2202086956521739,0.31563478260869565,0.55744749507102,0.5885196359635961
120,575,0.21125393998604267,0.2384521739130435,0.31765217391304346,0.5932829930611625,0.6674785444845178
121,575,0.2126053243454829,0.22996521739130432,0.3199826086956522,0.5231437000661876,0.5780926281451024
122,576,0.220351403645893,0.23255208333333333,0.35826388888888894,0.6391294560682326,0.6623109303491763
123,576,0.22674653693863847,0.23020833333333332,0.3590451388888889,0.6106663792765631,0.6240958493387649
124,576,0.2063183227703323,0.21756944444444443,0.2996701388888889,0.5847106119875652,0.6130551259301235
125,576,0.19505999743544333,0.20138888888888892,0.27538194444444447,0.5835250196412674,0.6061508287474099
126,576,0.2078746704480384,0.2215451388888889,0.3101736111111111,0.7827033098475068,0.8293988960371264
127,576,0.2059894142291988,0.22085069444444447,0.3151388888888889,0.6969877628834189,0.7505540102821919
128,576,0.2050259481553035,0.2090625,0.3140277777777778,0.5971528741033891,0.6295063237051504
129,576,0.2526971061021403,0.26657986111111115,0.34791666666666665,0.89562699029114,0.9368807072136909
130,576,0.22318872889430674,0.22631944444444446,0.3625868055555556,0.6232220568654693,0.6469953208057933
131,576,0.20085388945301222,0.20223958333333333,0.3136979166666667,0.6001488903722731,0.6157609156531207
132,576,0.26025425958739407,0.2592013888888889,0.31984375000000004,0.7851396779705999,0.7932490403231297
133,576,0.24612855950505036,0.24913194444444445,0.3249652777777778,0.8892134701489489,0.9176376827069644
134,576,0.28901082696902247,0.2945138888888889,0.4122222222222222,0.8099444897905487,0.8474596930268926
135,575,0.2495072314134718,0.25429565217391303,0.3700695652173913,0.6490719489186542,0.6956198043977785
136,575,0.1906576521627281,0.19921739130434785,0.32921739130434785,0.5288462751671135,0.5655818519957332
137,575,0.227381224346088,0.23940869565217396,0.3243652173913043,0.7301007201049555,0.7649989417524966
138,575,0.2046984723976854,0.2190086956521739,0.33587826086956524,0.6092612484036188,0.6276515859061915
139,576,0.21409451756211234,0.23260416666666664,0.3245659722222222,0.5944149672675169,0.6264869890283301
140,576,0.26365316076168005,0.27428819444444447,0.4134027777777778,0.7953925017668693,0.8106364743669251
141,576,0.21777880539580413,0.22812500000000002,0.35418402777777774,0.7281740207669091,0.760072026873838
142,575,0.20689082432899458,0.22045217391304348,0.30511304347826085,0.5709463728318306,0.599614890791252
143,575,0.21058331092914728,0.23749565217391305,0.34389565217391305,0.5920629465948318,0.6700834463740929
144,575,0.2077862285538212,0.22998260869565218,0.32234782608695656,0.508218072354692,0.5762792000746931
145,576,0.2161823270347506,0.23416666666666666,0.29666666666666663,0.631443479401318,0.6669353568233913
146,576,0.22608482319726234,0.2278125,0.30571180555555555,0.6123741615749729,0.6204519514239668
147,576,0.2098153795859657,0.2165798611111111,0.34814236111111113,0.5959137317474609,0.6170101108502792
148,576,0.1971929757354115,0.20255208333333333,0.2699652777777778,0.5916540982315514,0.6082594536709739
149,576,0.20724567245746583,0.22086805555555555,0.26430555555555557,0.7833133617226652,0.8215137298441005
150,576,0.2091384864680812,0.2244618055555556,0.2845486111111111,0.7442843104519934,0.7967991653180919
151,576,0.20220390911608574,0.2066666666666667,0.26578124999999997,0.6210603467446061,0.6679422132723722
152,576,0.2551215475883267,0.27171875,0.34335069444444444,0.8978009827214488,0.9547541955213347
153,576,0.22556061575676317,0.22727430555555556,0.33421875,0.6340464801824237,0.6516743058305532
154,576,0.20279550915275954,0.20755208333333336,0.3050520833333333,0.5998670837728743,0.6191990171359778
155,576,0.2624190273609889,0.26765625000000004,0.3434027777777778,0.7935907012134275,0.8124399618599534
156,576,0.2442208092115915,0.24347222222222223,0.32961805555555557,0.8841596467291356,0.9102746865641598
157,576,0.28826789045460216,0.29949652777777774,0.30597222222222226,0.8167242996028146,0.8557794998923062
158,575,0.24946282406365902,0.2632869565217391,0.3391826086956522,0.6487480461551114,0.7217874221863457
159,575,0.19448313320655092,0.21304347826086956,0.3184521739130435,0.5282879612243246,0.5885902617471489
160,575,0.22730730006275696,0.24212173913043478,0.3476,0.7275880346251713,0.7649579954502067
161,575,0.20969052861483933,0.22375652173913047,0.3046434782608695,0.6215893161454,0.6422930178872426
162,576,0.2107851172624881,0.22319444444444445,0.3190451388888889,0.5896991811161664,0.6140143790873973
163,576,0.2574851828533105,0.26821180555555557,0.33480902777777777,0.7689960664443467,0.8032550558618806
164,576,0.21786525206139534,0.22975694444444444,0.35392361111111115,0.7279195071834086,0.761135173548907
165,575,0.20544336745226757,0.21278260869565216,0.3039652173913043,0.5608394245811904,0.5831705156084929
166,575,0.21100563933963526,0.23953043478260871,0.26429565217391304,0.5759924530520875,0.6580317850831628
167,575,0.2060092450572704,0.2331130434782609,0.29820869565217395,0.5106394127881689,0.587409832944165
168,576,0.2276209362062784,0.24019097222222227,0.3047743055555555,0.7241551411959858,0.7428706299075376
