model,horizon,item_id,n,mae,rmse,mase,rmsse,mean_actual,mean_pred,scaled_ok
Chronos2-COV-LEAN,6,BE_BLOCK_OHT,142,0.6430201609873435,0.9971374880181849,0.6779545169102105,0.6238569738450024,1.7737323943661973,1.678881629671849,True
Chronos2-COV-LEAN,6,BE_BLOCK_RO,142,0.005991355188085999,0.010406881666024645,0.4540649585721771,0.16737191243625194,0.009788732394366197,0.008624563885616585,True
Chronos2-COV-LEAN,6,CRICKET_GROUND_OHT,142,0.013754474278539422,0.05303770738163629,0.2436303252639995,0.41289871092826397,0.013380281690140848,0.0011675102754273045,True
Chronos2-COV-LEAN,6,F_BLOCK,142,0.27932097898402686,0.5998002782863469,0.47898583868484584,0.4967483119568832,0.6871126760563381,0.5548656969003274,True
Chronos2-COV-LEAN,6,GJBC_BLOCK_1_A1_BOYS,142,0.060959065978375956,0.08890408364998889,0.4589130062270829,0.41462096251497654,0.15492957746478872,0.14374866656644245,True
Chronos2-COV-LEAN,6,GJBC_BLOCK_1_A2_GIRLS,142,0.05210020966093305,0.07898177847741543,0.382676412643921,0.3689898020557133,0.15971830985915494,0.15039582875832705,True
Chronos2-COV-LEAN,6,GJBC_BLOCK_1_A3,142,0.08905272128086696,0.12539244816697734,0.5285405016999529,0.45690330004362323,0.18105633802816903,0.16130270719738074,True
Chronos2-COV-LEAN,6,GJBC_BLOCK_1_A4_RO,142,0.006104093278745111,0.0366043310592849,0.10236059890936539,0.18451392447099332,0.0060563380281690145,0.00012928165879074326,True
Chronos2-COV-LEAN,6,GJBC_BLOCK_2_A1,142,0.11818392912686713,0.21137859921929295,0.567364874397469,0.5980298578453358,0.42133802816901406,0.40853361858868265,True
Chronos2-COV-LEAN,6,GJBC_LAW_BLOCK_3_A4_BOYS,142,0.5641022245648881,0.917865884462377,0.6815414667538702,0.5730754765440649,1.1424647887323942,1.089711823933561,True
Chronos2-COV-LEAN,6,GJBC_LAW_BLOCK_3__A1,139,0.269762855202174,0.9479660409928017,1.1034906746135504,0.8685292161663826,0.5150359712230216,0.38159840720162974,True
Chronos2-COV-LEAN,6,GJBC_LAW_BLOCK_3__A2,142,0.18949711707276362,0.416241133467854,0.4445525171116516,0.22792385549136548,0.3630985915492958,0.3923447375566187,True
Chronos2-COV-LEAN,6,GJBC_LAW_BLOCK_3__A3_GIRLS,142,0.14180494868419544,0.19097728182432253,0.5561457156154168,0.4220375476305172,0.3047887323943662,0.34187714545659614,True
Chronos2-COV-LEAN,6,G_BLOCK,142,0.34218593686399335,0.5372181560988054,0.6775721070024042,0.4691335142973586,0.9742957746478871,1.0684984632780854,True
Chronos2-COV-LEAN,6,I&H_BLOCK,142,0.4299938299412459,1.5965697945501012,1.1328199773569523,1.4843278108424907,0.43302816901408453,0.021157941662929426,True
Chronos2-COV-LEAN,6,INFORMATION_CENTRE,142,0.01439847617449475,0.05988194831960313,1.6645295565144014,0.997738118162245,0.014084507042253521,0.0005549927911078426,True
Chronos2-COV-LEAN,6,IT_BLOCK,142,0.06521693394532506,0.11763451700311117,1.1122493134456217,0.7258537421642002,0.09190140845070423,0.06934780362521259,True
Chronos2-COV-LEAN,6,ME_WORKSHOP_BLOCK,142,0.025666637726023168,0.03708458875663362,0.15497879344160523,0.05020123783993406,0.03492957746478873,0.027149370517319357,True
Chronos2-COV-LEAN,6,MM_BLOCK,142,0.26055105283226765,0.40859878698854346,0.5891564305819722,0.526031789631192,1.0646478873239438,1.1735336134131527,True
Chronos2-COV-LEAN,6,MRD_BLOCK,142,0.6349874687194824,1.228061753888462,0.5272653990001167,0.42780127128514267,1.3928873239436619,1.0491887784340013,True
Chronos2-COV-LEAN,6,NBX,142,0.34574798714107186,0.5801114756159419,0.815018547253125,0.5642743647384582,0.7847887323943662,0.6937304879997818,True
Chronos2-COV-LEAN,6,NEW_BLOCK,142,0.033366160449427626,0.06013232975590064,0.482804755959049,0.45207367168828794,0.17204225352112676,0.17065784959516056,True
Chronos2-COV-LEAN,6,NEW_BLOCK_RO,142,0.0004218068011400198,0.0016516810800264992,0.20896259152896712,0.04963134906910141,0.00028169014084507044,0.00015183508479770956,True
Chronos2-COV-LEAN,6,TECH_PARK,142,0.1433843831906856,0.2376039541284426,0.4184352841641237,0.2383311929962317,0.3949295774647887,0.41161603858353385,True
Chronos2-COV-LEAN,12,BE_BLOCK_OHT,286,0.671793472841903,1.086313813546633,0.7084572462235206,0.6799592324813222,1.8353846153846152,1.654922610187864,True
Chronos2-COV-LEAN,12,BE_BLOCK_RO,286,0.00712243662456741,0.012396393665889741,0.5402043612914267,0.19949876698716676,0.010944055944055946,0.009929207029876175,True
Chronos2-COV-LEAN,12,CRICKET_GROUND_OHT,286,0.011231390062224615,0.04392938050080414,0.19905879624515674,0.3421532070102577,0.010769230769230769,0.0011319018105839516,True
Chronos2-COV-LEAN,12,F_BLOCK,286,0.33589131760013685,0.6759148011545305,0.5763674041012888,0.5608926814011572,0.6956993006993007,0.5573494670899598,True
Chronos2-COV-LEAN,12,GJBC_BLOCK_1_A1_BOYS,286,0.07170051320762068,0.11406271523855052,0.5398031429911777,0.5324681618247336,0.1651048951048951,0.14429535375504227,True
Chronos2-COV-LEAN,12,GJBC_BLOCK_1_A2_GIRLS,286,0.06911684741402839,0.12668067163561267,0.5078664761928545,0.5930655783424648,0.1715034965034965,0.14805696485238476,True
Chronos2-COV-LEAN,12,GJBC_BLOCK_1_A3,286,0.09794202719430824,0.15473266845675065,0.5812821189682462,0.5644290033789312,0.19671328671328672,0.16468286079230843,True
Chronos2-COV-LEAN,12,GJBC_BLOCK_1_A4_RO,286,0.004860044099920482,0.026198426846996022,0.08154083228126546,0.13206863712117994,0.004825174825174826,0.00012674058086997535,True
Chronos2-COV-LEAN,12,GJBC_BLOCK_2_A1,286,0.11342802744228522,0.20855393044281728,0.5446880324452451,0.5899976976848932,0.40248251748251745,0.4101164615029222,True
Chronos2-COV-LEAN,12,GJBC_LAW_BLOCK_3_A4_BOYS,286,0.5495965974064139,0.9246411767505816,0.6638542809964169,0.5774601099483876,1.1934965034965035,1.0815947862355026,True
Chronos2-COV-LEAN,12,GJBC_LAW_BLOCK_3__A1,283,0.3516127668968781,1.3345111003749748,1.431686275328392,1.2186705318728503,0.6009540636042403,0.3910917385938732,True
Chronos2-COV-LEAN,12,GJBC_LAW_BLOCK_3__A2,286,0.17215872998421008,0.33401254681208353,0.4039590144910279,0.1829567090603225,0.42363636363636364,0.43419756578815566,True
Chronos2-COV-LEAN,12,GJBC_LAW_BLOCK_3__A3_GIRLS,286,0.1455964401781142,0.19369809902526994,0.5712799929221218,0.4285176304206851,0.3105594405594405,0.3404151671728888,True
Chronos2-COV-LEAN,12,G_BLOCK,286,0.375236125984392,0.6705587113834898,0.7432716180815183,0.586300172265574,0.9605244755244755,1.070003607681581,True
Chronos2-COV-LEAN,12,I&H_BLOCK,286,0.3070484622145866,1.3141792368667335,0.8118173819787768,1.2369015910165975,0.3064685314685314,0.017956720521816842,True
Chronos2-COV-LEAN,12,INFORMATION_CENTRE,286,0.016810808581645256,0.06732469311860144,1.9188629794108816,1.1199294105768363,0.01646853146853147,0.000529226085001772,True
Chronos2-COV-LEAN,12,IT_BLOCK,286,0.05887263177366523,0.1088458644028715,1.0052436756374017,0.6723343080945813,0.08947552447552448,0.06820485944097693,True
Chronos2-COV-LEAN,12,ME_WORKSHOP_BLOCK,286,0.025420602193766538,0.0448972487596592,0.15349989294743868,0.060494307119870916,0.035419580419580425,0.025899517747176276,True
Chronos2-COV-LEAN,12,MM_BLOCK,286,0.2398652060465379,0.37715549873389426,0.5423173679391031,0.4853753268665961,1.1268881118881118,1.1762555535439845,True
Chronos2-COV-LEAN,12,MRD_BLOCK,286,0.6840879504080419,1.2450753546092834,0.5683635133127481,0.4338741822566922,1.3086013986013987,1.0510447806828505,True
Chronos2-COV-LEAN,12,NBX,286,0.33697760926259984,0.6142258748950824,0.7955149981634269,0.6017978508794433,0.786923076923077,0.688105219102406,True
Chronos2-COV-LEAN,12,NEW_BLOCK,286,0.034280812923724834,0.06305259261194686,0.4962187782225966,0.47415214423525026,0.1729020979020979,0.17130581091542343,True
Chronos2-COV-LEAN,12,NEW_BLOCK_RO,286,0.0005694267264945054,0.0020969289296605183,0.2838106280613685,0.06339298987914947,0.00045454545454545455,0.00013184392828025394,True
Chronos2-COV-LEAN,12,TECH_PARK,286,0.15760295489868084,0.27943960056652545,0.45993115614601177,0.2809604156800444,0.3816083916083916,0.41261594695644777,True
Chronos2-COV-LEAN,24,BE_BLOCK_OHT,564,0.7117061311556092,1.2278282562365401,0.7506753107652766,0.7687777417062189,1.9401241134751774,1.6278099753755204,True
Chronos2-COV-LEAN,24,BE_BLOCK_RO,564,0.007758001103065908,0.014137810109965253,0.5874237356741868,0.22653245855657295,0.01148936170212766,0.008994136650465324,True
Chronos2-COV-LEAN,24,CRICKET_GROUND_OHT,564,0.008877819136498457,0.03441119938994789,0.15738706803508626,0.26797382767463496,0.008421985815602837,0.0010294192701789503,True
Chronos2-COV-LEAN,24,F_BLOCK,564,0.36636399454470225,0.827350552408564,0.6284515655381634,0.6868707419754295,0.709822695035461,0.5400227853063996,True
Chronos2-COV-LEAN,24,GJBC_BLOCK_1_A1_BOYS,564,0.07777439417304301,0.11475702660338048,0.5852899178605059,0.5350238093922023,0.15852836879432625,0.14627892501546558,True
Chronos2-COV-LEAN,24,GJBC_BLOCK_1_A2_GIRLS,564,0.07370566698623464,0.11843234945445659,0.541325302715486,0.5536280572078159,0.1647340425531915,0.1461266769717137,True
Chronos2-COV-LEAN,24,GJBC_BLOCK_1_A3,564,0.09955027640499968,0.14753834503579766,0.5905377536700027,0.5375382475700936,0.1895390070921986,0.1673074634415461,True
Chronos2-COV-LEAN,24,GJBC_BLOCK_1_A4_RO,564,0.004039080759224726,0.019077465261915567,0.06773378059302762,0.0961698188299078,0.0040070921985815595,0.00012197053115253489,True
Chronos2-COV-LEAN,24,GJBC_BLOCK_2_A1,564,0.11804991804221844,0.21282047243557722,0.5665826689068881,0.6018227984171544,0.4049468085106383,0.4041182293906702,True
Chronos2-COV-LEAN,24,GJBC_LAW_BLOCK_3_A4_BOYS,564,0.5786907097253393,0.9676010388117278,0.6988399501960311,0.6040740478715726,1.280709219858156,1.1085632362052904,True
Chronos2-COV-LEAN,24,GJBC_LAW_BLOCK_3__A1,561,0.373482764672468,1.4209605380703394,1.5134634090513872,1.2903492870761695,0.6260071301247772,0.3945323449298872,True
Chronos2-COV-LEAN,24,GJBC_LAW_BLOCK_3__A2,564,0.17562696870548505,0.35403501885420646,0.41136578338084695,0.1933094461250361,0.4324468085106383,0.47310300144954776,True
Chronos2-COV-LEAN,24,GJBC_LAW_BLOCK_3__A3_GIRLS,564,0.14622983294175873,0.201595807094127,0.5733830548000189,0.4451735449929673,0.3408333333333334,0.36540440728901125,True
Chronos2-COV-LEAN,24,G_BLOCK,564,0.34360177598523756,0.7663718055836869,0.6809872781087516,0.6721089526907928,1.0315248226950353,1.0916284784568961,True
Chronos2-COV-LEAN,24,I&H_BLOCK,564,0.315497121125037,1.4855423344082361,0.8363409165154102,1.4143154100488726,0.3141134751773049,0.016489045496316666,True
Chronos2-COV-LEAN,24,INFORMATION_CENTRE,564,0.017655352710528264,0.07091516978320572,2.0585143595242124,1.1891296814700774,0.017304964539007095,0.0006484693140848309,True
Chronos2-COV-LEAN,24,IT_BLOCK,564,0.063845056370297,0.12906062483390096,1.0931856869200678,0.7989765711096983,0.09443262411347518,0.06453997395100429,True
Chronos2-COV-LEAN,24,ME_WORKSHOP_BLOCK,564,0.026557743778148443,0.049852006586032276,0.16024511144434067,0.06728474797034475,0.037429078014184394,0.025094123676102212,True
Chronos2-COV-LEAN,24,MM_BLOCK,564,0.23735087212095868,0.3689423734192513,0.5365822751097211,0.4746736568278155,1.1443617021276598,1.178878478970088,True
Chronos2-COV-LEAN,24,MRD_BLOCK,564,0.7360476157048069,1.2938853047625238,0.611493353429428,0.4503131232475073,1.388758865248227,1.0696561639824658,True
Chronos2-COV-LEAN,24,NBX,561,0.349578699759621,0.8816391757585432,0.8253926442423455,0.8673376948192717,0.8031729055258466,0.6856841571403273,True
Chronos2-COV-LEAN,24,NEW_BLOCK,564,0.035322030802250756,0.06431588053884295,0.5109289422703744,0.48300982409363236,0.17489361702127657,0.1698204062958347,True
Chronos2-COV-LEAN,24,NEW_BLOCK_RO,564,0.0004901979971038844,0.0019435943926790539,0.24411820261286518,0.058734968441924315,0.0003900709219858156,0.00011413612299564076,True
Chronos2-COV-LEAN,24,TECH_PARK,564,0.17818219563639756,0.34103142461942365,0.5196545682288497,0.341364583286874,0.40037234042553194,0.40881263654916844,True
Chronos2-COV-LEAN,48,BE_BLOCK_OHT,1139,0.7302337854174378,1.2367045278584363,0.7702560252389975,0.7743276227186728,1.935873573309921,1.594619737475247,True
Chronos2-COV-LEAN,48,BE_BLOCK_RO,1139,0.00797312606811275,0.014623488617182892,0.6037151949245014,0.23425796520329886,0.01141352063213345,0.008670666412457732,True
Chronos2-COV-LEAN,48,CRICKET_GROUND_OHT,1139,0.009123406416398847,0.03471828595445187,0.1618156220312429,0.27035771681174986,0.008674275680421421,0.0009975434060979559,True
Chronos2-COV-LEAN,48,F_BLOCK,1139,0.37511293014692987,0.8409016050062853,0.6434526575067294,0.6980552251025265,0.716865671641791,0.5326831821970399,True
Chronos2-COV-LEAN,48,GJBC_BLOCK_1_A1_BOYS,1139,0.07990821041094828,0.11605553039340763,0.601257676621816,0.5409351971477504,0.15848990342405617,0.14677168534213353,True
Chronos2-COV-LEAN,48,GJBC_BLOCK_1_A2_GIRLS,1139,0.07574496066052208,0.11949944788380751,0.5562233523866567,0.5584585998885799,0.16414398595259,0.14537178030314415,True
Chronos2-COV-LEAN,48,GJBC_BLOCK_1_A3,1139,0.10156202077028309,0.14838539590146968,0.6023674021729369,0.5404664606699996,0.18919227392449517,0.1680538266557052,True
Chronos2-COV-LEAN,48,GJBC_BLOCK_1_A4_RO,1139,0.004016453673271176,0.018999281015732,0.0673494429890174,0.09573369593676515,0.00398595258999122,0.00011684683249049916,True
Chronos2-COV-LEAN,48,GJBC_BLOCK_2_A1,1138,0.11890729827757252,0.2143294829944427,0.5707034116777634,0.6061589792751428,0.4074692442882249,0.4063505020601469,True
Chronos2-COV-LEAN,48,GJBC_LAW_BLOCK_3_A4_BOYS,1139,0.5849085571579602,0.9719560100168245,0.7063349465509747,0.6067772440721894,1.2830465320456539,1.1111157254967594,True
Chronos2-COV-LEAN,48,GJBC_LAW_BLOCK_3__A1,1133,0.38518376695615264,1.439924007529927,1.5621912963442208,1.3090593233195096,0.6342365401588703,0.39122623263053524,True
Chronos2-COV-LEAN,48,GJBC_LAW_BLOCK_3__A2,1139,0.17778328481319183,0.35150149741675457,0.4163160845320187,0.1918256802179306,0.4311676909569798,0.4746742760852516,True
Chronos2-COV-LEAN,48,GJBC_LAW_BLOCK_3__A3_GIRLS,1139,0.15204806727783213,0.20692389166955988,0.5961310261358618,0.4568498992778807,0.33749780509218613,0.36796087150881435,True
Chronos2-COV-LEAN,48,G_BLOCK,1139,0.3485739806684305,0.7651429894850537,0.690880403542578,0.67091098976255,1.0233450395083408,1.0999247794929987,True
Chronos2-COV-LEAN,48,I&H_BLOCK,1139,0.31401679518141173,1.5123035604880273,0.832178000953781,1.4385619929999565,0.3123090430201932,0.01565688691503443,True
Chronos2-COV-LEAN,48,INFORMATION_CENTRE,1139,0.017713189286304942,0.07046081695621699,2.0646224645544535,1.181129873326294,0.017383669885864792,0.0006637684003342862,True
Chronos2-COV-LEAN,48,IT_BLOCK,1139,0.06344068781032021,0.12947694508866556,1.086697003740128,0.8017966496852211,0.09395083406496928,0.06280688195930069,True
Chronos2-COV-LEAN,48,ME_WORKSHOP_BLOCK,1139,0.026011902385761697,0.047623290144259846,0.15699391672221008,0.06433125283722743,0.036523266022827044,0.024883795647347988,True
Chronos2-COV-LEAN,48,MM_BLOCK,1139,0.242507041090931,0.37697731182313726,0.5481973325243307,0.4849620190999518,1.1396049165935032,1.1803865561996039,True
Chronos2-COV-LEAN,48,MRD_BLOCK,1139,0.7919187023955755,1.3566045240962883,0.6580003175926209,0.4721513556377913,1.4137137840210712,1.0609988006088584,True
Chronos2-COV-LEAN,48,NBX,1133,0.34011166530589776,0.8594562155070775,0.8031899630357038,0.846258907100159,0.7871138570167696,0.6885572912570973,True
Chronos2-COV-LEAN,48,NEW_BLOCK,1139,0.03554739041533567,0.0646772213748344,0.5141689186220011,0.48568005937016845,0.17575065847234417,0.16938569477192658,True
Chronos2-COV-LEAN,48,NEW_BLOCK_RO,1139,0.00046615272975744247,0.0019368460869496691,0.23210348851762588,0.058527583930834744,0.00038630377524143984,9.222237602889349e-05,True
Chronos2-COV-LEAN,48,TECH_PARK,1139,0.1796919295000758,0.34137028331320274,0.524070921475189,0.34167196930176513,0.4035557506584723,0.4111844973149689,True
Chronos2-COV-LEAN,72,BE_BLOCK_OHT,1715,0.725816036591377,1.2080041516149482,0.765576078323196,0.7561965977564284,1.9161574344023324,1.5746239947160547,True
Chronos2-COV-LEAN,72,BE_BLOCK_RO,1715,0.007926274981718977,0.014342922824910648,0.6001571551381054,0.22990835549408947,0.01113119533527697,0.008126828736698923,True
Chronos2-COV-LEAN,72,CRICKET_GROUND_OHT,1715,0.009622964885574563,0.03538326720559546,0.1708812712764261,0.27565674224880554,0.00917201166180758,0.0010480977307038475,True
Chronos2-COV-LEAN,72,F_BLOCK,1715,0.37759989976465874,0.8477314345282768,0.6476725832338301,0.703598323733093,0.7209271137026239,0.526505050193464,True
Chronos2-COV-LEAN,72,GJBC_BLOCK_1_A1_BOYS,1715,0.08057243332066967,0.11693340125510356,0.6062247608815121,0.5449824617107465,0.158600583090379,0.14664797503555482,True
Chronos2-COV-LEAN,72,GJBC_BLOCK_1_A2_GIRLS,1715,0.07669245823444498,0.12049360027824517,0.5631654478905544,0.5630399726193752,0.16416909620991255,0.1447361572230175,True
Chronos2-COV-LEAN,72,GJBC_BLOCK_1_A3,1715,0.1027456934804819,0.15005455326167047,0.6093543682006086,0.5464908893427151,0.18946938775510205,0.16787995860719124,True
Chronos2-COV-LEAN,72,GJBC_BLOCK_1_A4_RO,1715,0.0042779245635931745,0.021631232443599213,0.071696484884044,0.1088864813211733,0.0042507288629737615,0.00011168210858848413,True
Chronos2-COV-LEAN,72,GJBC_BLOCK_2_A1,1713,0.11969562631215676,0.21497410970360997,0.5744507162831217,0.6079564662892317,0.405563339171045,0.4034099878446442,True
Chronos2-COV-LEAN,72,GJBC_LAW_BLOCK_3_A4_BOYS,1715,0.5908910342805935,0.9795764854212186,0.7135640331904102,0.6115520420350831,1.2839475218658893,1.1098971392253398,True
Chronos2-COV-LEAN,72,GJBC_LAW_BLOCK_3__A1,1706,0.3833808466697774,1.4359325820253062,1.5549449779968845,1.3060408934005647,0.6290328253223916,0.3907257196911614,True
Chronos2-COV-LEAN,72,GJBC_LAW_BLOCK_3__A2,1715,0.18354891144499486,0.36064446845635606,0.4297549610601673,0.19677435165324658,0.427399416909621,0.4787232252668709,True
Chronos2-COV-LEAN,72,GJBC_LAW_BLOCK_3__A3_GIRLS,1715,0.1552783329935185,0.2108293414262475,0.6087392975910776,0.4654078397345618,0.3349037900874635,0.37294435839089984,True
Chronos2-COV-LEAN,72,G_BLOCK,1715,0.3565270885107468,0.7693144228531209,0.7066124929826233,0.6743821670244622,1.0166763848396503,1.1010810582526571,True
Chronos2-COV-LEAN,72,I&H_BLOCK,1715,0.3007293292954781,1.4756915996640017,0.7973403294561445,1.4078401927191677,0.29879883381924194,0.014871126674007048,True
Chronos2-COV-LEAN,72,INFORMATION_CENTRE,1715,0.01758402167969864,0.07011672073666965,2.04803979047933,1.1747020640985533,0.017247813411078717,0.00064253560389574,True
Chronos2-COV-LEAN,72,IT_BLOCK,1715,0.06325504074378195,0.13031800839470511,1.0837554750898626,0.8071357756227168,0.09289795918367347,0.061044332030997676,True
Chronos2-COV-LEAN,72,ME_WORKSHOP_BLOCK,1715,0.02575597420273995,0.04663910536092472,0.15544166952183183,0.06300615366979927,0.0361399416909621,0.025148929759816595,True
Chronos2-COV-LEAN,72,MM_BLOCK,1715,0.24243266495601776,0.3760997103872369,0.5480113422248976,0.4838337411347526,1.136932944606414,1.1780776520512195,True
Chronos2-COV-LEAN,72,MRD_BLOCK,1715,0.8130211809355733,1.368861279557426,0.6755482985878931,0.47654609244158835,1.4237551020408161,1.0485386467883608,True
Chronos2-COV-LEAN,72,NBX,1706,0.3327911781838463,0.8434496066779213,0.7859474735714689,0.8309734089806583,0.7730070339976554,0.6909338716430653,True
Chronos2-COV-LEAN,72,NEW_BLOCK,1715,0.035536361024956664,0.06464026763738989,0.5139796430496361,0.48534597128263585,0.17590087463556853,0.16869349561349295,True
Chronos2-COV-LEAN,72,NEW_BLOCK_RO,1715,0.00043960109517336677,0.0019225443179825734,0.21881018494712662,0.05808354125553888,0.00037900874635568517,7.082652612847246e-05,True
Chronos2-COV-LEAN,72,TECH_PARK,1715,0.18076294065147377,0.343184988828773,0.5271848360093382,0.34339949683037246,0.40137609329446067,0.4097481997471857,True
Chronos2-COV-LEAN,168,BE_BLOCK_OHT,4019,0.7210017113502893,1.1838030461578293,0.7604796058696518,0.7409891298642107,1.8786290121920877,1.5364566413612917,True
