tank,horizon,horizon_label,n_observations,mean_actual_kl_h,chronos2_mae,npts_mae,seasonal_naive_mae,chronos2_rmse,npts_rmse,seasonal_naive_rmse,chronos2_mase,npts_mase,seasonal_naive_mase,chronos2_rmsse,npts_rmsse,seasonal_naive_rmsse,chronos2_vs_npts_pct,chronos2_vs_npts_pct_mae,chronos2_vs_naive_pct,winner,beats_seasonal_naive_reference,sensor_trust_tier,missing_pct,zero_pct,rel_resid,panel_mean_kl_h
TECH_PARK,24,1d,564,0.40037234042553194,0.18035242630129164,0.22379432624113474,0.33485815602836877,0.34583155082768385,0.3887851600938748,0.5711860871023478,0.5259909957206631,0.652726489281266,0.9766246171042081,0.3462447850235837,0.38912063313215534,0.5713984914802241,19.416324546619002,19.411528732428703,46.14194783659251,Chronos-2,True,healthy,0.76,11.22,0.0889,0.44
BE_BLOCK_OHT,48,2d,1139,1.935873573309921,0.7311831607056669,0.7420983318700615,0.9810359964881475,1.223979673442491,1.252017897136371,1.6223985322250851,0.7712292453038259,0.7826940673185052,1.03467756802341,0.7663383281650282,0.7838040783389059,1.015401254456199,1.4647896915786796,1.4708524053529013,25.46187632373832,Chronos-2,True,healthy,9.9,3.12,0.097,1.6739
BE_BLOCK_RO,48,2d,1139,0.01141352063213345,0.007610218277506863,0.010272168568920105,0.012309043020193151,0.01386454176489871,0.019202721492810996,0.02240970566102714,0.5761256220308798,0.7779176110519049,0.9311625565516823,0.22200997485420737,0.3078265986124168,0.3582127688969821,25.940020659534984,25.914199845467373,38.128351706450616,Chronos-2,True,dead,10.44,73.53,0.2841,0.0083
CRICKET_GROUND_OHT,48,2d,1139,0.008674275680421421,0.009023357339831325,0.008823529411764706,0.016637401229148377,0.034762846340408646,0.03497019927848313,0.05052055623489021,0.16003484298937123,0.1564506139598446,0.29457102892108794,0.27070718372163294,0.27232733161433986,0.39316499791704,-2.2909651415280297,-2.264716518088357,45.67190005903715,NPTS,True,degraded,20.7,39.98,0.1437,0.0423
F_BLOCK,48,2d,1139,0.716865671641791,0.37666664544064504,0.43637401229148376,0.6494117647058824,0.8441989286014764,0.8530230804428551,1.237322578869029,0.6461203152045182,0.7485693633500525,1.1139797870800185,0.7007894075652386,0.7079970566172462,1.0264497986190626,13.685979304181894,13.682612889182806,41.99891930731176,Chronos-2,True,healthy,0.2,5.87,0.0883,0.6979
GJBC_BLOCK_1_A1_BOYS,48,2d,1139,0.15848990342405617,0.08015466585245125,0.08101843722563652,0.10732221246707639,0.1170898866567865,0.12024703866327476,0.15864272868415588,0.603101980523453,0.6096951770851735,0.8075865950007777,0.5456933893040075,0.560491020905999,0.7394400383824453,1.081392277570775,1.0661417360836873,25.320456746453026,Chronos-2,True,degraded,1.91,14.61,0.112,0.1723
GJBC_BLOCK_1_A2_GIRLS,48,2d,1139,0.16414398595259,0.07533726341610315,0.07783143107989465,0.10668129938542582,0.1193853365689923,0.12238879311971086,0.1668904263239664,0.553230762059994,0.5716394606764755,0.7834565024947718,0.5579068465116539,0.5719526459616324,0.7797639950333916,3.2203337737910473,3.2045763892369066,29.38589949814274,Chronos-2,True,healthy,0.78,14.31,0.0781,0.1758
GJBC_BLOCK_1_A3,48,2d,1139,0.18919227392449517,0.10163544045690909,0.10536435469710273,0.1341176470588235,0.14939630008578123,0.15451956185418786,0.2005694264338849,0.6028059206260554,0.625041385847421,0.7955513270260721,0.5440966520517364,0.5628113352821483,0.7305897193372483,3.5574388712227534,3.5390661774690098,24.22790332341435,Chronos-2,True,healthy,0.62,14.45,0.0657,0.2201
GJBC_BLOCK_1_A4_RO,48,2d,1139,0.00398595258999122,0.004019984420330883,0.00398595258999122,0.0056277436347673395,0.01899213564479158,0.019023574857297068,0.026240931373864504,0.06740802765720359,0.06683408011971823,0.09439521913744667,0.09569772825959001,0.09585797551745356,0.13229960078260938,-0.8587647745839683,-0.8537941576404395,28.589574479346943,NPTS,True,degraded,0.38,51.5,0.1179,0.0611
GJBC_BLOCK_2_A1,48,2d,1138,0.4074692442882249,0.11917456696657808,0.15486818980667838,0.2119859402460457,0.2148468142780376,0.2817878522454627,0.3784567683148289,0.5719891810175768,0.743392618946965,1.017429957350049,0.6076255695459173,0.7970797165198177,1.0702791463341923,23.05691952822798,23.04774330006477,43.78097707017067,Chronos-2,True,healthy,0.53,10.08,0.0883,0.3573
GJBC_LAW_BLOCK_3_A4_BOYS,48,2d,1139,1.2830465320456539,0.5980457195930045,0.6332923617208077,0.8771027216856891,0.9798357564300294,1.0582144917018292,1.4186734087033195,0.722199774749619,0.7648295861426246,1.0593555655159632,0.6116802378711501,0.6606290612988426,0.8855685329902018,5.573765995116201,5.565619334493417,31.82649921720392,Chronos-2,True,healthy,0.45,5.42,0.0677,1.2215
GJBC_LAW_BLOCK_3__A1,48,2d,1133,0.6342365401588703,0.3870406430244236,0.4062488967343336,0.5399205648720212,1.4402090292463499,1.461784325990159,1.758613375980715,1.5696577241810332,1.6476292361084675,2.1867010220010608,1.3093245093582222,1.3287521641977709,1.5939520966807925,4.7323457376609195,4.728198369107513,28.218000156938153,Chronos-2,False,healthy,0.49,13.84,0.07,0.3325
GJBC_LAW_BLOCK_3__A2,48,2d,1139,0.4311676909569798,0.17500282672437478,0.23726075504828797,0.24055311676909572,0.3557914808315268,0.5095660844100949,0.4711354971941914,0.40983967055370635,0.5556187425699753,0.5629906290538255,0.1942103285133262,0.2781421317897366,0.25696247142072376,26.237248826772504,26.240297646883185,27.203109713834493,Chronos-2,True,healthy,2.82,12.46,0.0774,0.5662
GJBC_LAW_BLOCK_3__A3_GIRLS,48,2d,1139,0.33749780509218613,0.1515292574147366,0.1777875329236172,0.19030728709394204,0.21002988063694022,0.2563415193429838,0.26993414473425786,0.5941962516250494,0.6971530686957003,0.7459833969149562,0.4638427972393814,0.5663812881467377,0.5958228991361045,14.768179571133809,14.769469533143212,20.347255169167106,Chronos-2,True,healthy,0.71,7.68,0.0691,0.4178
G_BLOCK,48,2d,1139,1.0233450395083408,0.3498654783243041,0.34500438981562775,0.5185425812115891,0.7702905044229497,0.7650628463801689,1.103924995225403,0.6934559510290692,0.6838120056726704,1.0277943465290116,0.675426466299079,0.6708619479126448,0.9668571365850385,-1.4103211520704397,-1.4089932337597586,32.52969785531945,NPTS,True,healthy,0.47,6.04,0.0853,1.0397
I&H_BLOCK,48,2d,1139,0.3123090430201932,0.3146550552629399,0.3122124670763828,0.5762247585601404,1.510379045634421,1.5169065663934913,2.0124403698787754,0.8338441967523675,0.8274195507683382,1.5273996391160025,1.4368180426282355,1.4428728151595935,1.9112734289175397,-0.7764677518271675,-0.7823480623403636,45.4075950132499,NPTS,True,degraded,0.36,51.62,0.1146,0.2788
INFORMATION_CENTRE,48,2d,1139,0.017383669885864792,0.017701518823841585,0.017383669885864792,0.038068481123792804,0.07039908277394472,0.07063116926678317,0.11060215106812128,2.063150859346133,2.0266782500449994,4.482075986426349,1.180051757760052,1.184003728009038,1.8620849583209944,-1.7996250416327313,-1.8284340421998317,53.96885582497396,NPTS,False,dead,4.02,91.87,0.1863,0.0052
IT_BLOCK,48,2d,1139,0.09395083406496928,0.06302726708293693,0.06832309043020192,0.09661106233538191,0.12751482100872782,0.14510085499802855,0.18475525419006103,1.0792700294722954,1.1707615737140493,1.6544684981422357,0.7894839088367215,0.8984528949639038,1.1431723681902375,7.814703377350517,7.751147253321536,34.7663596687285,Chronos-2,False,degraded,0.45,39.96,0.1157,0.0567
ME_WORKSHOP_BLOCK,48,2d,1139,0.036523266022827044,0.02589991133918461,0.02678665496049166,0.03744512730465321,0.046946438093781455,0.04909809928927127,0.06569343759946474,0.15632158691705886,0.16167077105415195,0.22590760627597947,0.06341722554663129,0.06633629607452375,0.0887145133947571,3.308689692153057,3.3103932634176654,30.802866935746742,Chronos-2,True,degraded,19.88,18.4,0.1447,0.1211
MM_BLOCK,48,2d,1139,1.1396049165935032,0.24099135794275367,0.24039508340649693,0.3354082528533801,0.37078011813642275,0.3906030770845504,0.5190388395338912,0.5447505686621255,0.5434008596003808,0.7580101770904137,0.4769589218863899,0.5024925593028058,0.6675784005134929,-0.2483818414894078,-0.24803940571798994,28.134135249591925,NPTS,True,healthy,0.63,3.9,0.0577,1.1283
MRD_BLOCK,48,2d,1139,1.4137137840210712,0.7965950662740183,0.8652502194907814,1.1419227392449518,1.3537587355413785,1.4216803669767808,1.7920027936059373,0.6618798769772948,0.7189359194082591,0.9484439022781477,0.4711762851363703,0.4948878488796972,0.6235143021913468,7.936179135120403,7.934716648459,30.214124906336636,Chronos-2,True,healthy,1.45,13.63,0.086,1.3927
NBX,48,2d,1133,0.7871138570167696,0.3439589065718419,0.33402471315092674,0.4924536628420123,0.8638956411070041,0.8780483151726799,1.2026432714990372,0.812246584816514,0.7889670634430292,1.1632194256520494,0.8504737014770506,0.8645522861504406,1.1792269764803156,-2.950632853023498,-2.9740893502171724,30.17253951366876,NPTS,True,healthy,0.38,8.62,0.0824,0.6566
NEW_BLOCK,48,2d,1139,0.17575065847234417,0.03618422691344796,0.03808604038630377,0.050763827919227386,0.06554325918222983,0.06819251785043126,0.09072626679892398,0.5233975000825096,0.5508145356214741,0.7340782768190316,0.4922402486918214,0.5120226914575102,0.68119135400685,4.977543940090527,4.993465987973173,28.700042405485863,Chronos-2,True,healthy,0.47,13.98,0.0739,0.1241
NEW_BLOCK_RO,48,2d,1139,0.00038630377524143984,0.0004566878083822684,0.00038630377524143984,0.0006496927129060581,0.0019420090128936054,0.0019654612060313985,0.002548907045982764,0.22740809803614076,0.19236506557935157,0.32390152270148936,0.05868273163818116,0.059392369008919935,0.07709640357975088,-18.216942016602157,-18.219866760773577,29.79097593013721,NPTS,True,dead,0.35,96.34,1.6337,0.0012
TECH_PARK,48,2d,1139,0.4035557506584723,0.1816993362779048,0.22607550482879718,0.3194381035996488,0.3474748359420289,0.39094267109228764,0.5611042042321762,0.5299282557303273,0.6593664620300096,0.9315293618453169,0.34782335054228375,0.39123236579860476,0.5610925284744391,19.63069305969511,19.628914943482105,43.112017995808124,Chronos-2,True,healthy,0.76,11.22,0.0889,0.44
BE_BLOCK_OHT,72,3d,1715,1.9161574344023324,0.7268649744695547,0.7293994169096211,0.9755801749271137,1.1959520794469338,1.2191995175347023,1.6064710977030061,0.7666582405208154,0.7692622593620508,1.0289075587099132,0.7486351550505893,0.7630936351355196,1.005351219261334,0.3385085917766086,0.3474697650300476,25.48813214259178,Chronos-2,True,healthy,9.9,3.12,0.097,1.6739
BE_BLOCK_RO,72,3d,1715,0.01113119533527697,0.0074579570524546555,0.0101399416909621,0.012618075801749272,0.01335778002446738,0.018536859506126012,0.022905560963051526,0.5646187068582296,0.7678485852308728,0.9545777959920252,0.2140398181016184,0.29725347720260253,0.36623561838440166,26.46744192561573,26.449704744337357,40.8514728470652,Chronos-2,True,dead,10.44,73.53,0.2841,0.0083
CRICKET_GROUND_OHT,72,3d,1715,0.00917201166180758,0.009511775091442527,0.009306122448979593,0.01682798833819242,0.03544239854358962,0.03560718635495675,0.05030750919146726,0.16890575123372129,0.16521522665868646,0.2982109679941204,0.2761194314641658,0.27741177814160417,0.39161054946905083,-2.2337678249590023,-2.2098639212025817,43.360315561213206,NPTS,True,degraded,20.7,39.98,0.1437,0.0423
F_BLOCK,72,3d,1715,0.7209271137026239,0.3804096107329989,0.4367405247813411,0.6698134110787172,0.851791713037674,0.8571630949991789,1.2458771893110014,0.6524911848525845,0.7491530443744245,1.1488927216421039,0.7069478949801058,0.711350350543653,1.0334230074904205,12.902818756153744,12.898027742340814,43.206952871980626,Chronos-2,True,healthy,0.2,5.87,0.0883,0.6979
GJBC_BLOCK_1_A1_BOYS,72,3d,1715,0.158600583090379,0.08077070297200895,0.0811195335276968,0.10719533527696794,0.11777692968499702,0.12003643761660512,0.15859110008521624,0.6077064890197483,0.6104309209425318,0.8065804301522299,0.5488569397867621,0.5594652893552962,0.7391570906454515,0.44631289623678416,0.4300204161908172,24.656430245269785,Chronos-2,True,degraded,1.91,14.61,0.112,0.1723
GJBC_BLOCK_1_A2_GIRLS,72,3d,1715,0.16416909620991255,0.0760818589639038,0.07761516034985423,0.10608746355685131,0.12004365805417648,0.12235612125334501,0.16498290396457171,0.5586828585974482,0.5700436765524356,0.7790604527495179,0.5609142681265361,0.5717484420770018,0.7708172630375327,1.9929732443830412,1.9755179001615049,28.287611490776715,Chronos-2,True,healthy,0.78,14.31,0.0781,0.1758
GJBC_BLOCK_1_A3,72,3d,1715,0.18946938775510205,0.10284000191778901,0.10560932944606415,0.1362274052478134,0.15072417376580688,0.15471067702652533,0.20263957864597737,0.6099197030647835,0.6264451308145492,0.8080001573672415,0.548888689468173,0.5634411984389501,0.7380708679002036,2.6379689037215717,2.622237583365644,24.514902936142512,Chronos-2,True,healthy,0.62,14.45,0.0657,0.2201
GJBC_BLOCK_1_A4_RO,72,3d,1715,0.0042507288629737615,0.004280483881064553,0.0042507288629737615,0.005877551020408163,0.02162548580252409,0.021653243954681083,0.028222357409081678,0.07173815315589421,0.07123722083268241,0.09851698432799338,0.10885748315235867,0.10899909444970911,0.14219154662568495,-0.703189031459213,-0.6999980250439916,27.181943656480787,NPTS,True,degraded,0.38,51.5,0.1179,0.0611
GJBC_BLOCK_2_A1,72,3d,1713,0.405563339171045,0.11979750471336413,0.15708114419147692,0.2223817863397548,0.21562784780140232,0.28530337393387095,0.3909743542859071,0.5749411168709407,0.7539612931516013,1.067270084130495,0.6098078517120408,0.8069547828085274,1.1056358795956778,23.74394785338993,23.735273682922262,46.12974490526029,Chronos-2,True,healthy,0.53,10.08,0.0883,0.3573
GJBC_LAW_BLOCK_3_A4_BOYS,72,3d,1715,1.2839475218658893,0.6009913726728789,0.6380816326530612,0.8739708454810496,0.9863375578435184,1.0660224700753447,1.4030378536086945,0.7257605839858039,0.7706099961912536,1.0556099428361025,0.6157613553551542,0.6655071842445485,0.875787692893761,5.8199883763665525,5.812776623261464,31.247276618491657,Chronos-2,True,healthy,0.45,5.42,0.0677,1.2215
GJBC_LAW_BLOCK_3__A1,72,3d,1706,0.6290328253223916,0.38581803207240944,0.40422626025791325,0.5500351699882767,1.437784722853954,1.4575637102779913,1.7618064639490516,1.5647062344617413,1.639620636839327,2.227878810164236,1.307693082818645,1.3255383984972882,1.597495543861647,4.569008262911171,4.553941689428734,29.76699507517677,Chronos-2,False,healthy,0.49,13.84,0.07,0.3325
GJBC_LAW_BLOCK_3__A2,72,3d,1715,0.427399416909621,0.1803576481954002,0.24037900874635568,0.24343440233236152,0.365044607533856,0.5113248669227105,0.4732201578380369,0.42233314865342697,0.5628274084431533,0.5696631086827375,0.19924752503834514,0.2790514731606696,0.2580881783585196,24.96222779525786,24.969468367468437,25.862647200375935,Chronos-2,True,healthy,2.82,12.46,0.0774,0.5662
GJBC_LAW_BLOCK_3__A3_GIRLS,72,3d,1715,0.3349037900874635,0.15653639306271389,0.1794927113702624,0.19166180758017495,0.21591695484180037,0.2585966838495018,0.2697827654331932,0.6137676607967891,0.7037803126905178,0.7511933217348129,0.47675598777181677,0.5712993653050413,0.5953804696575076,12.789879209552575,12.789554590990386,18.294313455909283,Chronos-2,True,healthy,0.71,7.68,0.0691,0.4178
G_BLOCK,72,3d,1715,1.0166763848396503,0.3579436452625097,0.3520932944606414,0.5128513119533528,0.7744014727007067,0.7704166454459398,1.0962786775156719,0.7094272793231767,0.6978407159656161,1.0164848555198431,0.6788369296055243,0.675370695800841,0.960043072072399,-1.6603449888314452,-1.6615910879047646,30.207786621634742,NPTS,True,healthy,0.47,6.04,0.0853,1.0397
I&H_BLOCK,72,3d,1715,0.29879883381924194,0.3018245270540693,0.2988279883381924,0.5977142857142856,1.4742174574911595,1.4796987125369077,2.039236323073201,0.800200099214867,0.7923290802728831,1.5845190909029054,1.4065171288287206,1.4115899660955367,1.9384803941871376,-0.9934027587720389,-1.0027637412883947,49.49886663978977,NPTS,True,degraded,0.36,51.62,0.1146,0.2788
INFORMATION_CENTRE,72,3d,1715,0.017247813411078717,0.017591171005420365,0.017247813411078717,0.03773177842565598,0.07004662924581596,0.07028140023262834,0.10995917609805589,2.048662732892454,2.0092326103471136,4.438374772212592,1.173485044444238,1.1774779079929627,1.850329865342353,-1.9624468736115364,-1.9907311504257132,53.842051696072375,NPTS,False,dead,4.02,91.87,0.1863,0.0052
IT_BLOCK,72,3d,1715,0.09289795918367347,0.06308191104155067,0.06766763848396502,0.0997609329446064,0.1286580391091898,0.143906148554663,0.19496026357485732,1.0804120660656356,1.1597764016277976,1.708895582633982,0.7966753477963192,0.8911878139215189,1.2064421827581047,6.843072117243521,6.776839779181917,36.77717485814097,Chronos-2,False,degraded,0.45,39.96,0.1157,0.0567
ME_WORKSHOP_BLOCK,72,3d,1715,0.0361399416909621,0.025663577085333733,0.02632069970845481,0.037807580174927115,0.045910819352362235,0.04790539754247556,0.06590920515083731,0.15489370061364696,0.15884564313981753,0.22811253525317343,0.06202454048406814,0.06472967226251697,0.08901971286691361,2.487913705440461,2.4966001299349796,32.09768133007845,Chronos-2,True,degraded,19.88,18.4,0.1447,0.1211
MM_BLOCK,72,3d,1715,1.136932944606414,0.2405176175843175,0.2404548104956268,0.3321574344023324,0.36967267584933494,0.39041340128984503,0.5158746994565236,0.5436628713321384,0.5435088722011369,0.7506565930248102,0.4755383437379488,0.5022349215386086,0.6634649895786847,-0.028334244182230774,-0.026120121515237484,27.575022136098177,NPTS,True,healthy,0.63,3.9,0.0577,1.1283
MRD_BLOCK,72,3d,1715,1.4237551020408161,0.8244825755903394,0.8698483965014577,1.191877551020408,1.3699318207744862,1.4158151491078024,1.8518025730836698,0.6850563101057322,0.72277125549019,0.9899215018284538,0.4769248758715262,0.4929292755089944,0.6443947531444072,5.218102559831205,5.215370988045762,30.796905730364927,Chronos-2,True,healthy,1.45,13.63,0.086,1.3927
NBX,72,3d,1706,0.7730070339976554,0.3363375878711378,0.32512309495896835,0.4897069167643611,0.8470831609529124,0.8597125259050983,1.1958636212810387,0.7942995765069386,0.7679777662307774,1.1567188307778298,0.8344047009404442,0.8469968363313082,1.1728111051901162,-3.4274182708893033,-3.4493067659757544,31.33166372221883,NPTS,True,healthy,0.38,8.62,0.0824,0.6566
NEW_BLOCK,72,3d,1715,0.17590087463556853,0.03606743735248772,0.038075801749271145,0.05117201166180758,0.065122122126131,0.06819283239953121,0.09100219457194217,0.5216843781484835,0.5506551988913811,0.7399677927582158,0.489012401053819,0.5119713780073639,0.6831582513001667,5.261154493996215,5.274647688336251,29.499042626718264,Chronos-2,True,healthy,0.47,13.98,0.0739,0.1241
NEW_BLOCK_RO,72,3d,1715,0.00037900874635568517,0.00044264199201332583,0.00037900874635568517,0.0006647230320699709,0.0019249567910743948,0.0019468146967692769,0.0025782223179353072,0.22034923463149733,0.18866675130640548,0.3311550478739138,0.058155225293329824,0.058816188129904044,0.077941956814189,-16.7928281510703,-16.789387123515958,33.46040290003534,NPTS,True,dead,0.35,96.34,1.6337,0.0012
TECH_PARK,72,3d,1715,0.40137609329446067,0.18276204766476464,0.2277667638483965,0.33189504373177847,0.34927118687453285,0.39205298029552155,0.5746550746408627,0.5330154446965402,0.6642854198192886,0.9678293604045506,0.3495287095436836,0.3923032871520296,0.5745452388637261,19.761080283601427,19.75912351004266,44.92671265172811,Chronos-2,True,healthy,0.76,11.22,0.0889,0.44
BE_BLOCK_OHT,168,7d,4019,1.8786290121920877,0.7210642366867274,0.7310251306295099,0.9610052251803931,1.1734561409828645,1.2007683220855763,1.5740306321520472,0.7605195261704695,0.7709758947753615,1.01351807055271,0.734490511463817,0.7515126738807218,0.9849873176045645,1.3562510417966747,1.3625925464703095,24.96241080775904,Chronos-2,True,healthy,9.9,3.12,0.097,1.6739
BE_BLOCK_RO,168,7d,4019,0.01094302065190346,0.007562393314736004,0.010079621796466784,0.012448370241353571,0.013156914602631862,0.018170216163045337,0.022352889178816636,0.5724516930577882,0.7631324467778756,0.9418096354502942,0.21088697811856819,0.29149090399599337,0.3575479425470506,24.986587128510436,24.973441787400645,39.217898022025445,Chronos-2,True,dead,10.44,73.53,0.2841,0.0083
CRICKET_GROUND_OHT,168,7d,4019,0.008621547648668822,0.008965363681666753,0.00869121672057726,0.01601891017666086,0.03198390728405941,0.03214292230943998,0.04789004159115845,0.15949164157064669,0.15460266758236255,0.2840501381506989,0.24941023178937802,0.2506594501241847,0.3728608527666853,-3.1622830735954817,-3.1542989883157047,43.85088399920771,NPTS,True,degraded,20.7,39.98,0.1437,0.0423
F_BLOCK,168,7d,4019,0.712963423737248,0.3627728198487594,0.41773575516297584,0.6547101268972381,0.7697005348959145,0.782167098192515,1.1836749510102704,0.6221670245170426,0.7164139216041499,1.1228730411584669,0.6384195714740697,0.6486742355981647,0.9815047800674562,13.15536929769251,13.157345196073324,44.591507524737295,Chronos-2,True,healthy,0.2,5.87,0.0883,0.6979
GJBC_BLOCK_1_A1_BOYS,168,7d,4019,0.15860413038069174,0.08271442577765634,0.08277432197063948,0.10990047275441651,0.12040090626211884,0.121486705678568,0.16186636949203032,0.6222481802228614,0.622764609560468,0.8268253556675591,0.5609032648532891,0.5659996539815446,0.754238565103297,0.08292528664578772,0.07236083794729553,24.742489334948722,Chronos-2,True,degraded,1.91,14.61,0.112,0.1723
GJBC_BLOCK_1_A2_GIRLS,168,7d,4019,0.16429957700920625,0.07881946833328277,0.0788156257775566,0.1081288877830306,0.12344035333275659,0.12361177377006101,0.16791810999589407,0.5786985937802012,0.5787206979001722,0.7939594495238017,0.5764900390949508,0.5773027337955937,0.784320449831537,0.0038194797682644457,-0.0048753729837892525,27.11232366750077,Chronos-2,True,healthy,0.78,14.31,0.0781,0.1758
GJBC_BLOCK_1_A3,168,7d,4019,0.18890768847972134,0.10469019337513459,0.10706145807414781,0.13916645931823834,0.1533955125210871,0.15553197923999434,0.20609516664844355,0.6207790904819117,0.6348996832962238,0.8252739351875199,0.558380896752865,0.5661881787944114,0.7504304589061136,2.2240667598071377,2.214863071798394,24.779026210144707,Chronos-2,True,healthy,0.62,14.45,0.0657,0.2201
GJBC_BLOCK_1_A4_RO,168,7d,4019,0.0041602388653894,0.0041839825659931214,0.0041602388653894,0.005884548395123166,0.020145117299494465,0.020169720283694275,0.026961493280794568,0.0700659833288958,0.0696666906437413,0.09854970422293229,0.10121512310561429,0.10134090437402021,0.1357076979219867,-0.5731471976993782,-0.5707292627174425,28.90289840911404,NPTS,True,degraded,0.38,51.5,0.1179,0.0611
GJBC_BLOCK_2_A1,168,7d,4013,0.3998504859207575,0.12083206136907511,0.15885621729379518,0.21793421380513334,0.21663618995159478,0.2872220592819274,0.3835595023610844,0.5798502984753999,0.7623258546739872,1.0458222542750772,0.612591917391339,0.8121361927373953,1.0845507974579058,23.93668732075523,23.93620883871145,44.55555940743207,Chronos-2,True,healthy,0.53,10.08,0.0883,0.3573
GJBC_LAW_BLOCK_3_A4_BOYS,168,7d,4019,1.2819656631002738,0.6173658075193826,0.6582383677531725,0.886596168201045,1.0024236215909157,1.0876118001007242,1.4121779821950091,0.7455654121894596,0.7949503691067616,1.0708097186753107,0.6257641459390406,0.6789464441899238,0.8814901022093679,6.212332094743598,6.20938587540924,30.3736789845546,Chronos-2,True,healthy,0.45,5.42,0.0677,1.2215
GJBC_LAW_BLOCK_3__A1,168,7d,3995,0.6534518147684606,0.41569284696393977,0.43627284105131414,0.5746232790988736,1.5740746990950283,1.5919969984437212,1.8693548645219533,1.6862899179300648,1.7701926151387295,2.3278443778054028,1.4305437720307514,1.446861508125014,1.6945343008950715,4.739749589458619,4.717230171326151,27.560023599179317,Chronos-2,False,healthy,0.49,13.84,0.07,0.3325
GJBC_LAW_BLOCK_3__A2,168,7d,4019,0.41123413784523516,0.19047376694356544,0.25143816869868124,0.24657626275192832,0.38523773766393893,0.5280032525328278,0.4771284732595862,0.44568439437204843,0.5883593498957107,0.5767549747103538,0.2099629850882585,0.2879184594641886,0.26008173291907744,24.249628317957733,24.246279739721775,22.72552229031556,Chronos-2,True,healthy,2.82,12.46,0.0774,0.5662
GJBC_LAW_BLOCK_3__A3_GIRLS,168,7d,4019,0.323018163722319,0.16917744140448218,0.18552625031102266,0.1984598158745957,0.23496402239212227,0.26663724748561135,0.27937525831566584,0.6630468052567543,0.7271410200799071,0.77765908916716,0.518379759236486,0.5886808208707137,0.6163333533105,8.814550830334033,8.812127059719453,14.738114105134498,Chronos-2,True,healthy,0.71,7.68,0.0691,0.4178
G_BLOCK,168,7d,4019,1.0174222443393879,0.3668366765898832,0.3608036825080866,0.5208459815874596,0.7872919047433694,0.7827939605495204,1.093148878818209,0.7271086799157243,0.7151839659788722,1.0323175834874923,0.6895639487990568,0.6856471260472841,0.9569189711812035,-1.667363154671772,-1.672098810039563,29.565407821561724,NPTS,True,healthy,0.47,6.04,0.0853,1.0397
I&H_BLOCK,168,7d,4019,0.30510077133615326,0.3083600382292914,0.3051555113212242,0.6190644438915153,1.455757409554539,1.460407663945814,2.0485761263154902,0.8180797011426186,0.8096533427617191,1.6416232268550377,1.3939124058741477,1.3982029586418538,1.9504281664898426,-1.040736564139578,-1.0501291273399118,50.166415304084964,NPTS,True,degraded,0.36,51.62,0.1146,0.2788
INFORMATION_CENTRE,168,7d,4019,0.015349589450111969,0.015761212986439992,0.015349589450111969,0.03791490420502613,0.06518654824536943,0.06542243155740471,0.11090861811658498,1.828493417635586,1.7806780756654128,4.462833743148178,1.0904044803685435,1.094393698409071,1.8668491718575626,-2.6852322507708393,-2.6816582793034955,59.02842178598104,NPTS,False,dead,4.02,91.87,0.1863,0.0052
IT_BLOCK,168,7d,4019,0.09161731774073154,0.062048877977422444,0.06636974371734262,0.09842746951978106,0.12748394668935653,0.14143208822961745,0.19173595719871167,1.0634600737528574,1.1384217604875575,1.6864563460405833,0.7897243363288329,0.8763829448583084,1.186599753915044,6.584702553699943,6.510294447304194,36.94114429646398,Chronos-2,False,degraded,0.45,39.96,0.1157,0.0567
ME_WORKSHOP_BLOCK,168,7d,4019,0.03508584224931575,0.025346416937908917,0.026061209256033842,0.036907190843493407,0.04425069722941261,0.04672930309882138,0.0643939341159792,0.15294908682972036,0.15728163579943033,0.22273122677436927,0.05974754280961567,0.0631099459824184,0.08697381164503191,2.7546438894080114,2.742744249135069,31.3302005090375,Chronos-2,True,degraded,19.88,18.4,0.1447,0.1211
MM_BLOCK,168,7d,4019,1.1247001741726799,0.24666358234752436,0.25028614083105255,0.34459318238367753,0.3780868509933131,0.40458635903954526,0.5283698705259618,0.5575577492752173,0.56569999701944,0.7787559564880183,0.48636086317278127,0.5204351621994796,0.6795819753524736,1.439322571525994,1.4473667904662275,28.4040469122504,Chronos-2,True,healthy,0.63,3.9,0.0577,1.1283
MRD_BLOCK,168,7d,4019,1.4343468524508582,0.8408850719549669,0.866752923612839,1.238036825080866,1.3871654847733232,1.3943819848526129,1.8860966207492371,0.6985250823513611,0.7200289241076581,1.0281847341321242,0.4827838703212402,0.485305266910427,0.6563247655764736,2.986524712593588,2.9844550797761986,32.06229783785148,Chronos-2,True,healthy,1.45,13.63,0.086,1.3927
NBX,168,7d,3998,0.7322611305652826,0.3111627469917367,0.2976688344172086,0.46806153076538276,0.6475362400213808,0.6554336706702854,1.0721133981856978,0.734624293035989,0.7028854915847597,1.105444829641413,0.6362734126106396,0.6442401993141463,1.0495844343579146,-4.515501007094268,-4.533196295456045,33.544915735479236,NPTS,True,healthy,0.38,8.62,0.0824,0.6566
