tank,horizon,horizon_label,n_observations,mean_actual_kl_h,chronos2_mae,npts_mae,seasonal_naive_mae,chronos2_rmse,npts_rmse,seasonal_naive_rmse,chronos2_mase,npts_mase,seasonal_naive_mase,chronos2_rmsse,npts_rmsse,seasonal_naive_rmsse,chronos2_vs_npts_pct,chronos2_vs_npts_pct_mae,chronos2_vs_naive_pct,winner,beats_seasonal_naive_reference,sensor_trust_tier,missing_pct,zero_pct,rel_resid,panel_mean_kl_h
GJBC_LAW_BLOCK_3__A1,24,1d,561,0.6260071301247772,0.37538781821621503,0.39531194295900174,0.5237433155080213,1.422436529104647,1.4455633150030853,1.7406939219082345,1.5211433039948927,1.6020140352259962,2.1192028765941795,1.2916720995202655,1.3125437530051483,1.5762130752254833,5.048066337302407,5.040101898680319,28.22096832750823,Chronos-2,False,healthy,0.49,13.84,0.07,0.3325
GJBC_LAW_BLOCK_3__A2,24,1d,564,0.4324468085106383,0.1704784379698706,0.23700354609929075,0.24265957446808514,0.35467189259638376,0.5114058983897246,0.4749468055320578,0.3993731757206316,0.5551476653600478,0.56800544207258,0.1937219897913166,0.27925075381938474,0.2591207609957009,28.0600098603291,28.069245892865236,29.688494838470312,Chronos-2,True,healthy,2.82,12.46,0.0774,0.5662
GJBC_LAW_BLOCK_3__A3_GIRLS,24,1d,564,0.3408333333333334,0.14454703821886516,0.17570921985815602,0.18388297872340426,0.20249352188294792,0.25428456165853314,0.25532242166933206,0.5668995606109973,0.6890797136004944,0.7208717466070182,0.4473140398690544,0.5619257109178116,0.5637230352504331,17.730917131647416,17.735086220544947,21.35916502772282,Chronos-2,True,healthy,0.71,7.68,0.0691,0.4178
G_BLOCK,24,1d,564,1.0315248226950353,0.34944220378043805,0.34569148936170213,0.5320390070921986,0.7759753710451118,0.7686384988041984,1.1276800228976982,0.6925873148437515,0.6851429933045278,1.0544906368927376,0.6805208947697226,0.6741138602746174,0.9876796933193054,-1.0865354549301938,-1.0849889378709856,34.32020251174585,NPTS,True,healthy,0.47,6.04,0.0853,1.0397
I&H_BLOCK,24,1d,564,0.3141134751773049,0.3164233963910147,0.3139893617021276,0.5689007092198581,1.481807351944971,1.4915935240992273,2.030979482804902,0.8387650965558855,0.8323627852709609,1.5089234075273277,1.4109027077762226,1.4199477135344725,1.931559632769589,-0.7691731776355757,-0.7751965466894335,44.413010470135816,NPTS,True,degraded,0.36,51.62,0.1146,0.2788
INFORMATION_CENTRE,24,1d,564,0.017304964539007095,0.017632003845911185,0.017304964539007095,0.03664893617021277,0.07084189205017298,0.07106834189608026,0.10891225565850757,2.0555751635355137,2.018188827619866,4.314420448346914,1.1878550912270682,1.191712232277045,1.8337042046476424,-1.8524696700327663,-1.889858289896586,52.35570598310337,NPTS,False,dead,4.02,91.87,0.1863,0.0052
IT_BLOCK,24,1d,564,0.09443262411347518,0.06232919397136421,0.06868794326241134,0.09551418439716312,0.1250264103651018,0.1434516252760011,0.18224224000640793,1.0668461585201816,1.176374086306695,1.6351263629004276,0.7738625293690301,0.8879057374545952,1.1273668098935472,9.310637582164324,9.257446050982406,34.75451300119805,Chronos-2,False,degraded,0.45,39.96,0.1157,0.0567
ME_WORKSHOP_BLOCK,24,1d,564,0.037429078014184394,0.02640896702858996,0.027606382978723403,0.0376241134751773,0.04924317631729478,0.05178207198175257,0.06744843052393319,0.15937136393471432,0.16659036545902495,0.22708564619349197,0.06646463987127435,0.06990869350987897,0.09107578440754413,4.333384769532925,4.337460474471822,29.818829764819487,Chronos-2,True,degraded,19.88,18.4,0.1447,0.1211
MM_BLOCK,24,1d,564,1.1443617021276598,0.23676923800022043,0.23780141843971633,0.322322695035461,0.36331871690288886,0.3870757801444933,0.504119378240641,0.5352375483495482,0.5375858564765574,0.7285097425242073,0.46739063815331383,0.4979929303100282,0.6485206894399176,0.4368247599370503,0.4340514225139358,26.529802265236963,Chronos-2,True,healthy,0.63,3.9,0.0577,1.1283
MRD_BLOCK,24,1d,564,1.388758865248227,0.7403120932088675,0.8470035460992908,1.0859397163120568,1.3053598267156672,1.4087642968117948,1.762908269699784,0.615047817567103,0.7037177903370551,0.9019903169764774,0.4543317445316767,0.49045015335809733,0.6134847030420741,12.600217585444637,12.5963407569862,31.8121485351663,Chronos-2,True,healthy,1.45,13.63,0.086,1.3927
NBX,24,1d,561,0.8031729055258466,0.35515430495488237,0.3468449197860962,0.4968805704099822,0.8863350982801632,0.9018495552589998,1.2422555100413781,0.8385348534936095,0.8191143416018167,1.1736281999768001,0.8717737955868997,0.8871846449672869,1.2180126222299814,-2.37091586674151,-2.3957061772479356,28.551916739033256,NPTS,True,healthy,0.38,8.62,0.0824,0.6566
NEW_BLOCK,24,1d,564,0.17489361702127657,0.035839806959984156,0.037960992907801416,0.05079787234042553,0.06535282988316055,0.06827536028974901,0.09204435409392243,0.518461551447448,0.5490161302206279,0.7346717951739155,0.4908793628461872,0.5126623717266464,0.6912298670013164,5.565333528707295,5.587804178276201,29.429501057037996,Chronos-2,True,healthy,0.47,13.98,0.0739,0.1241
NEW_BLOCK_RO,24,1d,564,0.0003900709219858156,0.0004689336296852929,0.0003900709219858156,0.0006205673758865249,0.0019501814225367938,0.0019750213213679886,0.0024911189772600685,0.23353983252075872,0.19426360350801689,0.3096151664818052,0.0589336679634121,0.059684980142765826,0.07538862197889551,-20.218007029361512,-20.217530519320537,24.57093262759049,NPTS,True,dead,0.35,96.34,1.6337,0.0012
