model,item_id,horizon,n_windows,mean_actual_kl_per_window,mae_kl_per_window,err_pct_of_window,bias_kl_per_window,bias_pct
Chronos2-ZS,NBX,24,24,18.774166666666662,3.8956780554850887,20.750204920689367,-2.794029176930586,-14.88230730310579
Chronos2-ZS,F_BLOCK,24,24,16.680833333333336,5.082685157209634,30.47021126368367,-3.760905208537976,-22.546266924342163
Chronos2-ZS,GJBC_LAW_BLOCK_3__A1,24,24,14.632916666666668,5.971837451358636,40.81098517401043,-5.442633822659651,-37.194456489032035
Chronos2-ZS,GJBC_LAW_BLOCK_3__A2,24,24,10.1625,1.875771559377511,18.45777672204193,1.0091832866271337,9.930462845039447
Chronos2-ZS,GJBC_BLOCK_2_A1,24,24,9.51625,1.2701291876534622,13.346950612409954,0.020575129141410426,0.2162104730477912
Chronos2-ZS,TECH_PARK,24,24,9.40875,2.2813295006006955,24.24689252664483,0.3504307351758082,3.7245195714181816
Chronos2-ZS,GJBC_LAW_BLOCK_3__A3_GIRLS,24,24,8.009583333333333,1.6604746501396102,20.73109899773742,0.4967411311219136,6.201834857683986
Chronos2-ZS,I&H_BLOCK,24,24,7.381666666666665,6.979969758465887,94.55818141972304,-6.870454422657687,-93.07456883257198
Chronos2-ZS,GJBC_BLOCK_1_A3,24,24,4.454166666666667,0.9626467227935791,21.612274412578017,-0.4327051661908627,-9.714615517849115
Chronos2-ZS,NEW_BLOCK,24,24,4.11,0.2816270270943641,6.852239102052653,-0.125662490700682,-3.0574815255640386
Chronos2-ZS,GJBC_BLOCK_1_A2_GIRLS,24,24,3.87125,0.751708251821498,19.41771396374551,-0.3274052694067359,-8.457352777700638
Chronos2-ZS,GJBC_BLOCK_1_A1_BOYS,24,24,3.7254166666666664,0.7247539707149069,19.454306338393653,-0.21290442083030947,-5.714915669307043
Chronos2-ZS,IT_BLOCK,24,24,2.2191666666666667,0.7217143414231638,32.521862925565024,-0.5931775777228178,-26.7297443960714
Chronos2-ZS,ME_WORKSHOP_BLOCK,24,24,0.8795833333333333,0.27318073364595574,31.05797066557526,-0.2560748501618703,-29.1131994499521
Chronos2-ZS,INFORMATION_CENTRE,24,24,0.40666666666666673,0.3924781490846847,96.51102026672574,-0.3897447405708954,-95.83887063218738
Chronos2-ZS,BE_BLOCK_RO,24,24,0.26999999999999996,0.08547083476713548,31.655864728568698,-0.03891899345597874,-14.414442020732867
Chronos2-ZS,CRICKET_GROUND_OHT,24,24,0.19791666666666666,0.1811343420809135,91.52050968298786,-0.17990038206335157,-90.89703514779869
Chronos2-ZS,GJBC_BLOCK_1_A4_RO,24,24,0.09416666666666666,0.09032243445069373,95.91762950516149,-0.09032243445069373,-95.91762950516149
Chronos2-ZS,NEW_BLOCK_RO,24,24,0.009166666666666667,0.009037336401233916,98.58912437709726,-0.007052663974366927,-76.9381524476392
NPTS,BE_BLOCK_OHT,24,24,45.59291666666667,8.426666666666666,18.48240315107427,-6.9174999999999995,-15.172312950659368
NPTS,MRD_BLOCK,24,24,32.63583333333333,14.051250000000001,43.05466894773129,-6.294583333333333,-19.28733753798228
NPTS,GJBC_LAW_BLOCK_3_A4_BOYS,24,24,30.096666666666668,7.72625,25.671447557869087,-3.6437499999999994,-12.106822460959128
NPTS,MM_BLOCK,24,24,26.8925,1.6266666666666663,6.048774441448978,0.8050000000000003,2.9933996467416577
NPTS,G_BLOCK,24,24,24.24083333333333,3.8312500000000007,15.804943449413871,0.7204166666666674,2.9719137818419363
NPTS,NBX,24,24,18.774166666666662,4.489999999999999,23.9158418038972,-3.1325,-16.68516134759643
NPTS,F_BLOCK,24,24,16.680833333333336,5.220416666666666,31.29589848628665,-1.4195833333333334,-8.510266273667382
NPTS,GJBC_LAW_BLOCK_3__A1,24,24,14.632916666666668,5.915416666666666,40.42541074631965,-4.70875,-32.1791622768302
NPTS,GJBC_LAW_BLOCK_3__A2,24,24,10.1625,4.46875,43.9729397293973,4.45625,43.84993849938499
NPTS,GJBC_BLOCK_2_A1,24,24,9.51625,2.592916666666667,27.247252506677178,0.28291666666666676,2.9729848066903117
NPTS,TECH_PARK,24,24,9.40875,3.3825000000000003,35.95057791948984,0.6941666666666665,7.3778840618218835
NPTS,GJBC_LAW_BLOCK_3__A3_GIRLS,24,24,8.009583333333333,3.2466666666666666,40.53477604952401,2.5325,31.618373823024502
NPTS,I&H_BLOCK,24,24,7.381666666666665,7.352083333333333,99.59923233235494,-7.352083333333333,-99.59923233235494
NPTS,GJBC_BLOCK_1_A3,24,24,4.454166666666667,0.9700000000000001,21.777362020579986,-0.17916666666666647,-4.022450888681006
NPTS,NEW_BLOCK,24,24,4.11,0.37208333333333327,9.053122465531223,-0.3370833333333332,-8.201540957015405
NPTS,GJBC_BLOCK_1_A2_GIRLS,24,24,3.87125,0.875,22.602518566354536,-0.3441666666666667,-8.890323969432785
NPTS,GJBC_BLOCK_1_A1_BOYS,24,24,3.7254166666666664,0.8020833333333334,21.530030197964436,-0.12541666666666665,-3.3665138127726206
NPTS,IT_BLOCK,24,24,2.2191666666666667,1.0525,47.42771310552009,-0.9641666666666667,-43.44723995493804
