feature,6,12,24,48,72,168
lag_1,0.23214606711032904,0.16724879600064302,0.6146160393495324,0.5477126207089631,0.5294363796743138,0.514916524150256
lag_24,0.21072894773001138,0.15371636978875713,0.375680145036311,0.36175153434322205,0.35638693721376935,0.3428997214429952
lag_168,0.19173766154471927,0.14224845973288858,0.3393515475320559,0.32751941390434514,0.31944018168035804,0.34420893183167944
roll_24,0.2943683797059631,0.28837903741551685,0.27428440288017697,0.26427429271028835,0.25707215135457595,0.2601427290449596
hour_cos,0.05431067413489288,0.0944586314917002,0.0919581867015129,0.09777057793275823,0.09860899257018563,0.09474336850568044
hour_sin,0.08889071330211618,0.05027590776503921,0.0481924122631634,0.04895903494301823,0.05449355077899387,0.047124560947371386
exam_proximity,0.03531264345242491,0.02739001087110715,0.026405698250386855,0.029834421364900443,0.02495258730692118,0.0305911002147079
is_summer,0.005391985008074585,0.004396173425928573,0.009628368221017425,0.009200945144262285,0.008290679526018252,0.008107208150227585
is_esa,0.002388030303921873,0.0023428190200278642,0.004076388576275569,0.0063218084374976335,0.006951813431044673,0.005835424313296311
dow_sin,0.00480933205507128,4.6677330747257884e-05,0.004788093730505594,0.002366753072767125,0.008556201573613365,0.00290771282088631
dow_cos,0.0,0.0,0.0,0.006818352052033738,0.0,0.003739137085453592
is_holiday,0.0,0.0,0.00360716995580157,0.0,0.005291122966579742,0.0012394744387758116
is_weekend,0.0013173743565477736,0.006303328567377697,0.0,0.0,0.0,0.0011258545203913783
is_isa,0.0,0.0004246738220246016,0.0,0.0,0.0,0.0
