model,day,actual_kl,pred_raw_kl,pred_kl,lower_kl,upper_kl,n_scored,n_expected,coverage_pct,error_kl,abs_error_kl,error_raw_kl,inside_band,d_lo,d_hi,band_lo,band_hi,inside_daily_band
SeasonalNaive-24,2026-03-30,299.97,207.09,206.0642040218045,51.007981817250865,481.15970084123575,576,576,100.0,-93.90579597819553,93.90579597819553,-92.88000000000002,True,-42.70190521491064,63.562448620416106,163.36229880689388,269.6266526422206,False
SeasonalNaive-24,2026-03-31,324.68,299.97,297.6129186065198,110.56824268284227,572.7084154259511,576,576,100.0,-27.06708139348018,27.06708139348018,-24.70999999999998,True,-42.70190521491064,63.562448620416106,254.91101339160917,361.1753672269359,True
SeasonalNaive-24,2026-04-01,326.9,324.68,323.1690335748647,144.00531437637784,598.264530394296,576,576,100.0,-3.73096642513525,3.73096642513525,-2.2199999999999704,True,-42.70190521491064,63.562448620416106,280.4671283599541,386.7314821952808,True
SeasonalNaive-24,2026-04-02,353.5,326.9,324.98928008683623,133.82943809190795,600.0847769062674,576,576,100.0,-28.51071991316377,28.51071991316377,-26.600000000000023,True,-42.70190521491064,63.562448620416106,282.2873748719256,388.5517287072523,True
SeasonalNaive-24,2026-04-03,313.99,353.5,351.9959262045665,161.07462401830807,627.0914230239978,576,576,100.0,38.00592620456649,38.00592620456649,39.50999999999999,True,-42.70190521491064,63.562448620416106,309.29402098965585,415.5583748249826,True
SeasonalNaive-24,2026-04-04,235.79,313.99,312.1537109906699,117.71069723848927,587.2492078101011,576,576,100.0,76.36371099066989,76.36371099066989,78.20000000000002,True,-42.70190521491064,63.562448620416106,269.4518057757592,375.71615961108597,False
SeasonalNaive-24,2026-04-05,162.47,235.79,233.94904550087477,55.14636608076576,509.044542320306,576,576,100.0,71.47904550087478,71.47904550087478,73.32,True,-42.70190521491064,63.562448620416106,191.24714028596412,297.51149412129087,False
SeasonalNaive-24,2026-04-06,254.05,161.58,160.43297276422012,23.58807332272011,434.8086354679843,573,576,99.47916666666667,-93.61702723577989,93.61702723577989,-92.47,True,-42.70190521491064,63.562448620416106,117.73106754930949,223.99542138463624,False
SeasonalNaive-24,2026-04-07,249.98,255.04285714285714,253.20738860996195,89.48544346084746,528.3028854293932,576,576,100.0,3.227388609961963,3.227388609961963,5.062857142857155,True,-42.70190521491064,63.562448620416106,210.50548339505133,316.7698372303781,True
SeasonalNaive-24,2026-04-08,288.18,249.98,248.4000772387866,80.27041953283884,523.4955740582178,576,576,100.0,-39.77992276121341,39.77992276121341,-38.20000000000002,True,-42.70190521491064,63.562448620416106,205.69817202387594,311.9625258592027,True
SeasonalNaive-24,2026-04-09,267.08,288.18,286.6449849933724,105.42947196959605,561.7404818128036,576,576,100.0,19.564984993372434,19.564984993372434,21.100000000000023,True,-42.70190521491064,63.562448620416106,243.94307977846177,350.2074336137885,True
SeasonalNaive-24,2026-04-10,284.74,267.08,265.4628674520543,79.99308763767488,540.5583642714855,576,576,100.0,-19.277132547945712,19.277132547945712,-17.660000000000025,True,-42.70190521491064,63.562448620416106,222.76096223714364,329.0253160724704,True
SeasonalNaive-24,2026-04-11,268.56,284.74,282.76541972260173,89.60314738447636,557.860916542033,576,576,100.0,14.205419722601732,14.205419722601732,16.180000000000007,True,-42.70190521491064,63.562448620416106,240.06351450769108,346.3278683430178,True
SeasonalNaive-24,2026-04-12,233.13,268.56,266.5436576693947,79.61953378100105,541.639154488826,576,576,100.0,33.413657669394695,33.413657669394695,35.43000000000001,True,-42.70190521491064,63.562448620416106,223.84175245448404,330.1061062898108,True
SeasonalNaive-24,2026-04-13,304.24,233.13,232.12664105303912,79.65112681569477,507.22213787247034,576,576,100.0,-72.11335894696089,72.11335894696089,-71.11000000000001,True,-42.70190521491064,63.562448620416106,189.42473583812847,295.6890896734552,False
SeasonalNaive-24,2026-04-14,215.84,304.24,302.16170463604044,117.26258722099655,577.2572014554717,576,576,100.0,86.32170463604044,86.32170463604044,88.4,True,-42.70190521491064,63.562448620416106,259.4597994211298,365.72415325645653,False
SeasonalNaive-24,2026-04-15,305.09,215.84,214.4536976790036,40.83594048626159,489.5491944984348,576,576,100.0,-90.63630232099638,90.63630232099638,-89.24999999999997,True,-42.70190521491064,63.562448620416106,171.75179246409294,278.0161462994197,False
SeasonalNaive-24,2026-04-16,320.82,302.73,300.49544854465086,114.37577114402839,573.3089822366499,573,576,99.47916666666667,-20.324551455349138,20.324551455349138,-18.089999999999975,True,-42.70190521491064,63.562448620416106,257.7935433297402,364.05789716506695,True
SeasonalNaive-24,2026-04-17,275.66,322.86857142857144,320.30075586884516,120.65708969973682,595.0225205098291,575,576,99.82638888888889,44.64075586884513,44.64075586884513,47.20857142857142,True,-42.70190521491064,63.562448620416106,277.5988506539345,383.86320448926125,False
SeasonalNaive-24,2026-04-18,273.73,276.17434782608694,274.17377077152787,95.48630623355294,549.2692675909591,576,576,100.0,0.44377077152785205,0.44377077152785205,2.4443478260869256,True,-42.70190521491064,63.562448620416106,231.47186555661722,337.73621939194396,True
SeasonalNaive-24,2026-04-19,250.82,273.73,271.8673670877684,88.64428735322291,546.9628639071997,576,576,100.0,21.047367087768407,21.047367087768407,22.910000000000025,True,-42.70190521491064,63.562448620416106,229.16546187285775,335.4298157081845,True
SeasonalNaive-24,2026-04-20,291.72,250.82,249.45537630534173,79.60965896187271,524.5508731247729,576,576,100.0,-42.2646236946583,42.2646236946583,-40.900000000000034,True,-42.70190521491064,63.562448620416106,206.7534710904311,313.01782492575785,True
SeasonalNaive-24,2026-04-21,292.29,291.72,290.01902314087346,105.88191488201862,565.1145199603047,576,576,100.0,-2.270976859126563,2.270976859126563,-0.5699999999999932,True,-42.70190521491064,63.562448620416106,247.3171179259628,353.58147176128955,True
SeasonalNaive-24,2026-04-22,252.56,292.29,290.88072569165087,103.60789876432632,565.9762225110821,576,576,100.0,38.320725691650864,38.320725691650864,39.73000000000002,True,-42.70190521491064,63.562448620416106,248.1788204767402,354.44317431206696,True
