model,day,actual_kl,pred_raw_kl,pred_kl,lower_kl,upper_kl,n_scored,n_expected,coverage_pct,error_kl,abs_error_kl,error_raw_kl,inside_band,d_lo,d_hi,band_lo,band_hi,inside_daily_band
NPTS,2026-04-11,268.56,252.5,267.1626384763639,64.60689578302505,516.8384786486687,576,576,100.0,-1.397361523636107,1.397361523636107,-16.060000000000002,True,-44.972323550080475,42.486681134728755,222.1903149262834,309.64931961109266,True
NPTS,2026-04-12,233.13,255.26,269.8522941476208,64.61904180377785,514.7512060276601,576,576,100.0,36.7222941476208,36.7222941476208,22.129999999999995,True,-44.972323550080475,42.486681134728755,224.8799705975403,312.33897528234957,True
NPTS,2026-04-13,304.24,253.67000000000002,268.2201563006904,63.99910917768528,501.0502073694625,576,576,100.0,-36.019843699309604,36.019843699309604,-50.56999999999999,True,-44.972323550080475,42.486681134728755,223.24783275060992,310.7068374354192,True
NPTS,2026-04-14,215.84,252.33,266.5417325896777,60.00726600169257,514.831544435704,576,576,100.0,50.701732589677675,50.701732589677675,36.49000000000001,True,-44.972323550080475,42.486681134728755,221.5694090395972,309.02841372440645,False
NPTS,2026-04-15,305.09,251.23,265.6995192600859,63.49100839794121,509.16764206668944,576,576,100.0,-39.390480739914096,39.390480739914096,-53.859999999999985,True,-44.972323550080475,42.486681134728755,220.7271957100054,308.18620039481465,True
NPTS,2026-04-16,320.82,249.05,263.620387474413,60.91688715707172,512.7996978340841,573,576,99.47916666666667,-57.199612525586986,57.199612525586986,-71.76999999999998,True,-44.972323550080475,42.486681134728755,218.64806392433252,306.1070686091418,False
NPTS,2026-04-17,275.66,250.99,265.3314356488145,62.68735378413581,530.2705884862139,575,576,99.82638888888889,-10.328564351185548,10.328564351185548,-24.670000000000016,True,-44.972323550080475,42.486681134728755,220.359112098734,307.81811678354325,True
NPTS,2026-04-18,273.73,251.79,267.01411901928975,62.243744478020126,527.1707421520483,576,576,100.0,-6.715880980710267,6.715880980710267,-21.940000000000026,True,-44.972323550080475,42.486681134728755,222.04179546920926,309.5008001540185,True
NPTS,2026-04-19,250.82,252.58,267.2924007884235,61.176566889709086,527.9442325356925,576,576,100.0,16.4724007884235,16.4724007884235,1.7600000000000193,True,-44.972323550080475,42.486681134728755,222.320077238343,309.77908192315226,True
NPTS,2026-04-20,291.72,254.11,268.5837590328821,63.347699425892785,523.3089228683691,576,576,100.0,-23.136240967117942,23.136240967117942,-37.610000000000014,True,-44.972323550080475,42.486681134728755,223.6114354828016,311.07044016761085,True
NPTS,2026-04-21,292.29,253.33,267.8240439011224,66.32582330964448,532.9511514296735,576,576,100.0,-24.465956098877598,24.465956098877598,-38.96000000000001,True,-44.972323550080475,42.486681134728755,222.85172035104193,310.3107250358512,True
NPTS,2026-04-22,252.56,253.29,267.87569960972695,68.35979353239026,522.3616926714755,576,576,100.0,15.315699609726948,15.315699609726948,0.7299999999999898,True,-44.972323550080475,42.486681134728755,222.90337605964646,310.3623807444557,True
SeasonalNaive-24,2026-03-09,295.22,207.33,206.75307620991518,63.94413180590956,481.8485730293464,576,576,100.0,-88.46692379008485,88.46692379008485,-87.89000000000001,True,-42.70190521491064,63.562448620416106,164.05117099500455,270.3155248303313,False
SeasonalNaive-24,2026-03-10,311.78,295.22,293.3320615824069,116.91160773507576,568.4275584018382,576,576,100.0,-18.447938417593093,18.447938417593093,-16.559999999999945,True,-42.70190521491064,63.562448620416106,250.63015636749623,356.89451020282297,True
SeasonalNaive-24,2026-03-11,271.15,311.78,309.53685835916986,132.89249183687406,584.6323551786011,576,576,100.0,38.38685835916988,38.38685835916988,40.629999999999995,True,-42.70190521491064,63.562448620416106,266.8349531442592,373.09930697958595,True
SeasonalNaive-24,2026-03-12,274.74,271.15,269.22397077685366,100.38148404255078,544.3194675962849,576,576,100.0,-5.516029223146347,5.516029223146347,-3.590000000000032,True,-42.70190521491064,63.562448620416106,226.522065561943,332.78641939726975,True
SeasonalNaive-24,2026-03-13,274.22,274.74,272.7995474035825,88.88838835398559,547.8950442230137,576,576,100.0,-1.4204525964175332,1.4204525964175332,0.5199999999999818,True,-42.70190521491064,63.562448620416106,230.09764218867184,336.3619960239986,True
SeasonalNaive-24,2026-03-14,221.49,274.22,272.3553411650155,93.94937343351215,547.1208379844467,565,576,98.09027777777777,50.86534116501548,50.86534116501548,52.73000000000002,True,-42.70190521491064,63.562448620416106,229.65343595010484,335.9177897854316,False
SeasonalNaive-24,2026-03-15,190.99,221.58307692307693,220.1578071736055,72.37157194598788,495.1033039930368,571,576,99.13194444444444,29.167807173605496,29.167807173605496,30.59307692307692,True,-42.70190521491064,63.562448620416106,177.45590195869488,283.7202557940216,True
SeasonalNaive-24,2026-03-16,203.68,118.43578947368421,117.81579252850268,31.91302202928175,294.02972169414517,382,576,66.31944444444444,-85.86420747149732,85.86420747149732,-85.2442105263158,True,-42.70190521491064,63.562448620416106,75.11388731359204,181.3782411489188,False
SeasonalNaive-24,2026-03-17,280.51,316.89542857142857,315.2860724244386,117.1316832678862,590.3815692438699,576,576,100.0,34.77607242443861,34.77607242443861,36.38542857142858,True,-42.70190521491064,63.562448620416106,272.58416720952795,378.8485210448547,True
SeasonalNaive-24,2026-03-18,260.75,280.51,278.6658095648514,101.91814031605946,553.7613063842826,576,576,100.0,17.915809564851372,17.915809564851372,19.75999999999999,True,-42.70190521491064,63.562448620416106,235.96390434994072,342.22825818526746,True
SeasonalNaive-24,2026-03-19,182.49,260.75,258.5419880983516,86.54056786022682,533.6374849177829,576,576,100.0,76.05198809835161,76.05198809835161,78.25999999999999,True,-42.70190521491064,63.562448620416106,215.84008288344097,322.1044367187677,False
SeasonalNaive-24,2026-03-20,281.19,182.49,181.1508359031307,37.21137626301282,456.24633272256193,576,576,100.0,-100.03916409686929,100.03916409686929,-98.69999999999999,True,-42.70190521491064,63.562448620416106,138.44893068822006,244.7132845235468,False
SeasonalNaive-24,2026-03-21,174.28,281.19,279.8760770444417,106.06160265817631,554.9715738638729,576,576,100.0,105.59607704444167,105.59607704444167,106.91,True,-42.70190521491064,63.562448620416106,237.17417182953102,343.43852566485776,False
SeasonalNaive-24,2026-03-22,220.2,174.28,173.53861349986548,41.829821593341755,448.6341103192967,576,576,100.0,-46.66138650013451,46.66138650013451,-45.91999999999999,True,-42.70190521491064,63.562448620416106,130.83670828495485,237.1010621202816,True
SeasonalNaive-24,2026-03-23,290.4,220.2,219.77063286848315,84.99667961694428,494.8661296879144,576,576,100.0,-70.62936713151683,70.62936713151683,-70.19999999999999,True,-42.70190521491064,63.562448620416106,177.06872765357252,283.33308148889927,False
SeasonalNaive-24,2026-03-24,301.67,290.4,288.6048705716514,115.78337323692426,563.7003673910826,576,576,100.0,-13.065129428348598,13.065129428348598,-11.270000000000039,True,-42.70190521491064,63.562448620416106,245.90296535674076,352.1673191920675,True
SeasonalNaive-24,2026-03-25,163.13,160.94,160.14206380935303,72.14529712994297,309.15212458654497,312,576,54.166666666666664,-2.9879361906469626,2.9879361906469626,-2.1899999999999977,True,-42.70190521491064,63.562448620416106,117.4401585944424,223.70451242976912,True
SeasonalNaive-24,2026-03-26,335.5,301.1630769230769,299.9446224957771,108.59150057835711,575.0401193152084,576,576,100.0,-35.55537750422292,35.55537750422292,-34.336923076923085,True,-42.70190521491064,63.562448620416106,257.24271728086643,363.5070711161932,True
SeasonalNaive-24,2026-03-27,309.1,335.5,332.94595678260066,147.61708318870893,608.0414536020319,576,576,100.0,23.845956782600638,23.845956782600638,26.399999999999977,True,-42.70190521491064,63.562448620416106,290.24405156769,396.50840540301675,True
SeasonalNaive-24,2026-03-28,283.06,309.1,307.1241152018455,124.04379351518185,582.2196120212767,576,576,100.0,24.064115201845482,24.064115201845482,26.04000000000002,True,-42.70190521491064,63.562448620416106,264.42220998693483,370.6865638222616,True
SeasonalNaive-24,2026-03-29,207.09,283.06,281.0227548023177,99.10601803001072,556.118251621749,576,576,100.0,73.9327548023177,73.9327548023177,75.97,True,-42.70190521491064,63.562448620416106,238.32084958740705,344.5852034227338,False
