model,horizon,tank,n,mae,mase,mean_actual,trust,horizon_label
Chronos2-COV-XL,24,INFORMATION_CENTRE,564,0.01761829712160645,2.05431485414511,0.01730496453900709,dead,1 d
Chronos2-COV-XL,24,IT_BLOCK,564,0.06329048471604573,1.0836260561279019,0.09443262411347518,degraded,1 d
Chronos2-COV-XL,24,ME_WORKSHOP_BLOCK,564,0.026582892806341886,0.1603982900633922,0.037429078014184394,degraded,1 d
Chronos2-COV-XL,24,MM_BLOCK,564,0.23742966966003393,0.5367655169001166,1.1443617021276595,healthy,1 d
Chronos2-COV-XL,24,MRD_BLOCK,564,0.7341628942295169,0.6099429811246051,1.388758865248227,healthy,1 d
Chronos2-COV-XL,24,NBX,561,0.3514910843750585,0.8298938701983531,0.8031729055258466,healthy,1 d
Chronos2-COV-XL,24,NEW_BLOCK,564,0.03590435240919708,0.5193520766431289,0.1748936170212766,healthy,1 d
Chronos2-COV-XL,24,NEW_BLOCK_RO,564,0.0004355678779522208,0.2169016843862021,0.0003900709219858156,dead,1 d
Chronos2-COV-XL,24,TECH_PARK,564,0.1749718783552765,0.5102870743365588,0.40037234042553194,healthy,1 d
Chronos2-COV-XL,48,BE_BLOCK_OHT,1139,0.7296920766926733,0.7696843031232289,1.935873573309921,healthy,2 d
Chronos2-COV-XL,48,BE_BLOCK_RO,1139,0.007952447927117846,0.6021163787273083,0.01141352063213345,dead,2 d
Chronos2-COV-XL,48,CRICKET_GROUND_OHT,1139,0.009052971322465561,0.16055410594870242,0.008674275680421423,degraded,2 d
Chronos2-COV-XL,48,F_BLOCK,1139,0.3709749484794824,0.6363683865891571,0.716865671641791,healthy,2 d
Chronos2-COV-XL,48,GJBC_BLOCK_1_A1_BOYS,1139,0.0798917814306882,0.601147136266935,0.1584899034240562,degraded,2 d
Chronos2-COV-XL,48,GJBC_BLOCK_1_A2_GIRLS,1139,0.07625286691015074,0.5599609879636629,0.16414398595259,healthy,2 d
Chronos2-COV-XL,48,GJBC_BLOCK_1_A3,1139,0.10059613161986077,0.596662715218052,0.18919227392449517,healthy,2 d
Chronos2-COV-XL,48,GJBC_BLOCK_1_A4_RO,1139,0.004010107461948731,0.06724051221574305,0.00398595258999122,degraded,2 d
Chronos2-COV-XL,48,GJBC_BLOCK_2_A1,1138,0.11792023506702984,0.5659604680553372,0.40746924428822495,healthy,2 d
Chronos2-COV-XL,48,GJBC_LAW_BLOCK_3_A4_BOYS,1139,0.587991897664225,0.7100550916036138,1.2830465320456539,healthy,2 d
Chronos2-COV-XL,48,GJBC_LAW_BLOCK_3__A1,1133,0.38296187881337573,1.553236927995604,0.6342365401588703,healthy,2 d
Chronos2-COV-XL,48,GJBC_LAW_BLOCK_3__A2,1139,0.17784174794790722,0.41642417413690097,0.4311676909569798,healthy,2 d
Chronos2-COV-XL,48,GJBC_LAW_BLOCK_3__A3_GIRLS,1139,0.1535356056454728,0.6019549102598019,0.33749780509218613,healthy,2 d
Chronos2-COV-XL,48,G_BLOCK,1139,0.3512643400287293,0.6962185912869245,1.0233450395083405,healthy,2 d
Chronos2-COV-XL,48,I&H_BLOCK,1139,0.3131663701150164,0.8299372274188604,0.31230904302019313,degraded,2 d
Chronos2-COV-XL,48,INFORMATION_CENTRE,1139,0.017701699642286267,2.0633311089773243,0.017383669885864796,dead,2 d
Chronos2-COV-XL,48,IT_BLOCK,1139,0.06302870563103036,1.0796154460877059,0.09395083406496928,degraded,2 d
Chronos2-COV-XL,48,ME_WORKSHOP_BLOCK,1139,0.025969783029763504,0.15673616921270592,0.036523266022827044,degraded,2 d
Chronos2-COV-XL,48,MM_BLOCK,1139,0.24356657695519077,0.5505895952139632,1.1396049165935032,healthy,2 d
Chronos2-COV-XL,48,MRD_BLOCK,1139,0.7842680566220873,0.6516625652725309,1.4137137840210712,healthy,2 d
Chronos2-COV-XL,48,NBX,1133,0.3417543868300984,0.8070584950208755,0.7871138570167696,healthy,2 d
Chronos2-COV-XL,48,NEW_BLOCK,1139,0.03578940808616048,0.5176679826259313,0.17575065847234417,healthy,2 d
Chronos2-COV-XL,48,NEW_BLOCK_RO,1139,0.0004105433644121799,0.20442471126791495,0.00038630377524143984,dead,2 d
Chronos2-COV-XL,48,TECH_PARK,1139,0.17824172809209815,0.5198391242304308,0.4035557506584723,healthy,2 d
Chronos2-COV-XL,72,BE_BLOCK_OHT,1715,0.7249199833397267,0.7646292954941697,1.9161574344023324,healthy,3 d
Chronos2-COV-XL,72,BE_BLOCK_RO,1715,0.007915803868160652,0.599355486038362,0.011131195335276968,dead,3 d
Chronos2-COV-XL,72,CRICKET_GROUND_OHT,1715,0.00952210304227932,0.16907490084165294,0.00917201166180758,degraded,3 d
Chronos2-COV-XL,72,F_BLOCK,1715,0.3748417821479608,0.6429562285257694,0.720927113702624,healthy,3 d
Chronos2-COV-XL,72,GJBC_BLOCK_1_A1_BOYS,1715,0.08056090982384308,0.6061474672056865,0.158600583090379,degraded,3 d
Chronos2-COV-XL,72,GJBC_BLOCK_1_A2_GIRLS,1715,0.07733474141654745,0.567881347609504,0.16416909620991255,healthy,3 d
Chronos2-COV-XL,72,GJBC_BLOCK_1_A3,1715,0.10191604244413599,0.6044540485453891,0.18946938775510205,healthy,3 d
Chronos2-COV-XL,72,GJBC_BLOCK_1_A4_RO,1715,0.004273665852639037,0.0716225251422559,0.004250728862973761,degraded,3 d
Chronos2-COV-XL,72,GJBC_BLOCK_2_A1,1713,0.11882957352509084,0.5702881411601491,0.405563339171045,healthy,3 d
Chronos2-COV-XL,72,GJBC_LAW_BLOCK_3_A4_BOYS,1715,0.5946220766559634,0.7180648854257462,1.2839475218658891,healthy,3 d
Chronos2-COV-XL,72,GJBC_LAW_BLOCK_3__A1,1706,0.3812150108185351,1.546203399404218,0.6290328253223916,healthy,3 d
Chronos2-COV-XL,72,GJBC_LAW_BLOCK_3__A2,1715,0.18379809041899078,0.4303225738314625,0.427399416909621,healthy,3 d
Chronos2-COV-XL,72,GJBC_LAW_BLOCK_3__A3_GIRLS,1715,0.15705657554194116,0.6156971744122088,0.33490379008746357,healthy,3 d
Chronos2-COV-XL,72,G_BLOCK,1715,0.35880172471610866,0.7111258704946811,1.01667638483965,healthy,3 d
Chronos2-COV-XL,72,I&H_BLOCK,1715,0.29986237897574036,0.7950572399346986,0.29879883381924194,degraded,3 d
Chronos2-COV-XL,72,INFORMATION_CENTRE,1715,0.017561738446593807,2.045544669100307,0.017247813411078717,dead,3 d
Chronos2-COV-XL,72,IT_BLOCK,1715,0.06295923168370744,1.0786794404895836,0.09289795918367347,degraded,3 d
Chronos2-COV-XL,72,ME_WORKSHOP_BLOCK,1715,0.025752419645949636,0.15541804608059798,0.0361399416909621,degraded,3 d
Chronos2-COV-XL,72,MM_BLOCK,1715,0.24362052316776867,0.5506925774857373,1.136932944606414,healthy,3 d
Chronos2-COV-XL,72,MRD_BLOCK,1715,0.8066453525568236,0.6702706528839355,1.4237551020408161,healthy,3 d
Chronos2-COV-XL,72,NBX,1706,0.3340278255757805,0.7888567458023267,0.7730070339976554,healthy,3 d
Chronos2-COV-XL,72,NEW_BLOCK,1715,0.03602070774646264,0.5209698218051254,0.17590087463556853,healthy,3 d
Chronos2-COV-XL,72,NEW_BLOCK_RO,1715,0.0003934167683431363,0.19583199115168554,0.00037900874635568517,dead,3 d
Chronos2-COV-XL,72,TECH_PARK,1715,0.17840224069443805,0.5202957879613574,0.40137609329446067,healthy,3 d
Chronos2-COV-XL,168,BE_BLOCK_OHT,4019,0.7210092360548013,0.760483483076516,1.8786290121920877,healthy,7 d
Chronos2-COV-XL,168,BE_BLOCK_RO,4019,0.008131271866230147,0.6155119994737958,0.01094302065190346,dead,7 d
Chronos2-COV-XL,168,CRICKET_GROUND_OHT,4019,0.008976557014570749,0.15967983157719456,0.008621547648668822,degraded,7 d
Chronos2-COV-XL,168,F_BLOCK,4019,0.3553643754238096,0.609481542855018,0.7129634237372481,healthy,7 d
Chronos2-COV-XL,168,GJBC_BLOCK_1_A1_BOYS,4019,0.08296471806560532,0.6241406448885898,0.15860413038069174,degraded,7 d
Chronos2-COV-XL,168,GJBC_BLOCK_1_A2_GIRLS,4019,0.08061016065040967,0.5918279630653905,0.16429957700920628,healthy,7 d
Chronos2-COV-XL,168,GJBC_BLOCK_1_A3,4019,0.10419252011358635,0.6178284195992013,0.18890768847972134,healthy,7 d
Chronos2-COV-XL,168,GJBC_BLOCK_1_A4_RO,4019,0.004181133896537318,0.07001785638980113,0.0041602388653894,degraded,7 d
Chronos2-COV-XL,168,GJBC_BLOCK_2_A1,4013,0.1202562021378891,0.5770898890336165,0.3998504859207575,healthy,7 d
Chronos2-COV-XL,168,GJBC_LAW_BLOCK_3_A4_BOYS,4019,0.6106315607447979,0.7374334141160817,1.2819656631002738,healthy,7 d
Chronos2-COV-XL,168,GJBC_LAW_BLOCK_3__A1,3995,0.4116139094055221,1.6699125146712002,0.6534518147684606,healthy,7 d
Chronos2-COV-XL,168,GJBC_LAW_BLOCK_3__A2,4019,0.19222156721105857,0.4497676988439239,0.41123413784523516,healthy,7 d
Chronos2-COV-XL,168,GJBC_LAW_BLOCK_3__A3_GIRLS,4019,0.16739867738302325,0.6560015543183622,0.323018163722319,healthy,7 d
Chronos2-COV-XL,168,G_BLOCK,4019,0.3677799039083976,0.7289799790110826,1.0174222443393879,healthy,7 d
Chronos2-COV-XL,168,I&H_BLOCK,4019,0.30632279965942194,0.8127332735655284,0.30510077133615326,degraded,7 d
Chronos2-COV-XL,168,INFORMATION_CENTRE,4019,0.015706175118633786,1.822190158319793,0.015349589450111967,dead,7 d
Chronos2-COV-XL,168,IT_BLOCK,4019,0.06177572292051644,1.0592621993964024,0.09161731774073152,degraded,7 d
Chronos2-COV-XL,168,ME_WORKSHOP_BLOCK,4019,0.025326449258406384,0.15280482121472602,0.03508584224931575,degraded,7 d
Chronos2-COV-XL,168,MM_BLOCK,4019,0.25122357364197995,0.5678736884633038,1.1247001741726799,healthy,7 d
Chronos2-COV-XL,168,MRD_BLOCK,4019,0.819378382297083,0.6806900768098593,1.4343468524508585,healthy,7 d
Chronos2-COV-XL,168,NBX,3998,0.3084230274683598,0.7281750360880913,0.7322611305652826,healthy,7 d
Chronos2-COV-XL,168,NEW_BLOCK,4019,0.036074475938628996,0.5218098437310802,0.17475491415775068,healthy,7 d
Chronos2-COV-XL,168,NEW_BLOCK_RO,4019,0.0003772402932823611,0.1878687537489146,0.0003732271709380443,dead,7 d
Chronos2-COV-XL,168,TECH_PARK,4019,0.1736192093241953,0.5063205434080711,0.3910400597163473,healthy,7 d
Chronos2-COV,6,BE_BLOCK_OHT,142,0.6490460810023295,0.68431734190576,1.7737323943661971,healthy,6 h
Chronos2-COV,6,BE_BLOCK_RO,142,0.005985072617169837,0.45358221126732723,0.009788732394366197,dead,6 h
Chronos2-COV,6,CRICKET_GROUND_OHT,142,0.013716778302119233,0.2429483759696354,0.013380281690140846,degraded,6 h
Chronos2-COV,6,F_BLOCK,142,0.2809906682330118,0.481860152257068,0.687112676056338,healthy,6 h
Chronos2-COV,6,GJBC_BLOCK_1_A1_BOYS,142,0.06150949273940543,0.4630516882276021,0.15492957746478872,degraded,6 h
Chronos2-COV,6,GJBC_BLOCK_1_A2_GIRLS,142,0.052890959382057186,0.3884820811502613,0.15971830985915492,healthy,6 h
Chronos2-COV,6,GJBC_BLOCK_1_A3,142,0.08848363414196901,0.5251632987361003,0.18105633802816903,healthy,6 h
Chronos2-COV,6,GJBC_BLOCK_1_A4_RO,142,0.006091317747371979,0.10214426631386138,0.006056338028169014,degraded,6 h
Chronos2-COV,6,GJBC_BLOCK_2_A1,142,0.11632733937720179,0.5584530276434168,0.42133802816901406,healthy,6 h
Chronos2-COV,6,GJBC_LAW_BLOCK_3_A4_BOYS,142,0.5692211351764034,0.6877271307052849,1.1424647887323942,healthy,6 h
Chronos2-COV,6,GJBC_LAW_BLOCK_3__A1,139,0.2692711548324969,1.1014932490098248,0.5150359712230216,healthy,6 h
Chronos2-COV,6,GJBC_LAW_BLOCK_3__A2,142,0.19098345940381709,0.44801833366774413,0.3630985915492958,healthy,6 h
Chronos2-COV,6,GJBC_LAW_BLOCK_3__A3_GIRLS,142,0.141867505542829,0.5563907958455273,0.3047887323943662,healthy,6 h
Chronos2-COV,6,G_BLOCK,142,0.34022291695567924,0.6737072587031723,0.9742957746478873,healthy,6 h
Chronos2-COV,6,I&H_BLOCK,142,0.4304817087549559,1.1341051085326563,0.43302816901408453,degraded,6 h
Chronos2-COV,6,INFORMATION_CENTRE,142,0.014365162405277222,1.6608644619854744,0.014084507042253521,dead,6 h
Chronos2-COV,6,IT_BLOCK,142,0.0649948500516549,1.108323275675789,0.09190140845070423,degraded,6 h
Chronos2-COV,6,ME_WORKSHOP_BLOCK,142,0.025652652710256442,0.15487948775949759,0.03492957746478873,degraded,6 h
Chronos2-COV,6,MM_BLOCK,142,0.26167575574257007,0.591708294262433,1.0646478873239438,healthy,6 h
Chronos2-COV,6,MRD_BLOCK,142,0.6287041939312303,0.5220497146749544,1.3928873239436619,healthy,6 h
Chronos2-COV,6,NBX,142,0.34669528215703826,0.8172208561714258,0.7847887323943662,healthy,6 h
Chronos2-COV,6,NEW_BLOCK,142,0.03348124649952834,0.48442968815095794,0.17204225352112676,healthy,6 h
Chronos2-COV,6,NEW_BLOCK_RO,142,0.0003836287841246739,0.18992507886477933,0.00028169014084507044,dead,6 h
Chronos2-COV,6,TECH_PARK,142,0.1411890405542414,0.4120217288893614,0.39492957746478874,healthy,6 h
Chronos2-COV,12,BE_BLOCK_OHT,286,0.6818307251029915,0.7190485248624667,1.8353846153846152,healthy,12 h
Chronos2-COV,12,BE_BLOCK_RO,286,0.007066798928239338,0.5359802538392723,0.010944055944055944,dead,12 h
Chronos2-COV,12,CRICKET_GROUND_OHT,286,0.01118511546676705,0.19822330826676446,0.010769230769230769,degraded,12 h
Chronos2-COV,12,F_BLOCK,286,0.3335192367038527,0.572313710458017,0.6956993006993007,healthy,12 h
Chronos2-COV,12,GJBC_BLOCK_1_A1_BOYS,286,0.07218054149951135,0.5434169193956065,0.1651048951048951,degraded,12 h
Chronos2-COV,12,GJBC_BLOCK_1_A2_GIRLS,286,0.06957516279149722,0.5112320505975647,0.1715034965034965,healthy,12 h
Chronos2-COV,12,GJBC_BLOCK_1_A3,286,0.09757035391522453,0.5790839575606109,0.1967132867132867,healthy,12 h
Chronos2-COV,12,GJBC_BLOCK_1_A4_RO,286,0.004851501572708652,0.08139596712970784,0.004825174825174826,degraded,12 h
Chronos2-COV,12,GJBC_BLOCK_2_A1,286,0.11154966939370949,0.5356652958094201,0.40248251748251745,healthy,12 h
Chronos2-COV,12,GJBC_LAW_BLOCK_3_A4_BOYS,286,0.5523963439881384,0.667238933383623,1.1934965034965035,healthy,12 h
Chronos2-COV,12,GJBC_LAW_BLOCK_3__A1,283,0.3509100255064745,1.428760630673962,0.6009540636042403,healthy,12 h
Chronos2-COV,12,GJBC_LAW_BLOCK_3__A2,286,0.17160626325157138,0.4026115745745562,0.42363636363636364,healthy,12 h
Chronos2-COV,12,GJBC_LAW_BLOCK_3__A3_GIRLS,286,0.1449154189395738,0.5686036776768233,0.31055944055944057,healthy,12 h
Chronos2-COV,12,G_BLOCK,286,0.37529673939401453,0.7434188990556194,0.9605244755244755,healthy,12 h
Chronos2-COV,12,I&H_BLOCK,286,0.3067175250870365,0.8109474457973305,0.3064685314685315,degraded,12 h
Chronos2-COV,12,INFORMATION_CENTRE,286,0.016787693200932517,1.9163046773916412,0.01646853146853147,dead,12 h
Chronos2-COV,12,IT_BLOCK,286,0.058907241818944474,1.005768565057911,0.08947552447552448,degraded,12 h
Chronos2-COV,12,ME_WORKSHOP_BLOCK,286,0.025489252779137838,0.1539125559125294,0.035419580419580425,degraded,12 h
Chronos2-COV,12,MM_BLOCK,286,0.24166302124103464,0.5463902137899329,1.126888111888112,healthy,12 h
Chronos2-COV,12,MRD_BLOCK,286,0.6808259830858324,0.5656410117070884,1.3086013986013987,healthy,12 h
Chronos2-COV,12,NBX,286,0.33775815674058207,0.7973349864484585,0.786923076923077,healthy,12 h
Chronos2-COV,12,NEW_BLOCK,286,0.03443270091097672,0.49840286145435775,0.1729020979020979,healthy,12 h
Chronos2-COV,12,NEW_BLOCK_RO,286,0.0005392255825137107,0.2687547940138612,0.00045454545454545455,dead,12 h
Chronos2-COV,12,TECH_PARK,286,0.1546009588825119,0.4511700095927897,0.3816083916083916,healthy,12 h
Chronos2-COV,24,BE_BLOCK_OHT,564,0.7193086964061074,0.7586929066454273,1.9401241134751774,healthy,1 d
Chronos2-COV,24,BE_BLOCK_RO,564,0.007753883293823253,0.5870886269658233,0.01148936170212766,dead,1 d
Chronos2-COV,24,CRICKET_GROUND_OHT,564,0.008818475828433396,0.15632305375413635,0.008421985815602837,degraded,1 d
Chronos2-COV,24,F_BLOCK,564,0.3636081043033735,0.6237379427106081,0.7098226950354609,healthy,1 d
Chronos2-COV,24,GJBC_BLOCK_1_A1_BOYS,564,0.07762857984355157,0.5841963997702712,0.15852836879432625,degraded,1 d
Chronos2-COV,24,GJBC_BLOCK_1_A2_GIRLS,564,0.0740926312470267,0.5441719923951279,0.1647340425531915,healthy,1 d
Chronos2-COV,24,GJBC_BLOCK_1_A3,564,0.0995140792313197,0.5903316391965628,0.1895390070921986,healthy,1 d
Chronos2-COV,24,GJBC_BLOCK_1_A4_RO,564,0.004031621556669632,0.06760742439709984,0.00400709219858156,degraded,1 d
Chronos2-COV,24,GJBC_BLOCK_2_A1,564,0.11700584341976661,0.5615640480680012,0.4049468085106383,healthy,1 d
Chronos2-COV,24,GJBC_LAW_BLOCK_3_A4_BOYS,564,0.5836043287845368,0.7047791581824033,1.280709219858156,healthy,1 d
Chronos2-COV,24,GJBC_LAW_BLOCK_3__A1,561,0.37199725410730017,1.507446301805284,0.6260071301247772,healthy,1 d
Chronos2-COV,24,GJBC_LAW_BLOCK_3__A2,564,0.17616794210799197,0.4125792342601857,0.4324468085106383,healthy,1 d
Chronos2-COV,24,GJBC_LAW_BLOCK_3__A3_GIRLS,564,0.14686485385535455,0.575862138227351,0.3408333333333333,healthy,1 d
Chronos2-COV,24,G_BLOCK,564,0.34633434815821074,0.6864157530186263,1.0315248226950353,healthy,1 d
Chronos2-COV,24,I&H_BLOCK,564,0.3148487008389429,0.8346347878477779,0.314113475177305,degraded,1 d
Chronos2-COV,24,INFORMATION_CENTRE,564,0.017626098628347436,2.0552959398125927,0.01730496453900709,dead,1 d
Chronos2-COV,24,IT_BLOCK,564,0.06403854311173056,1.0964924356432313,0.09443262411347518,degraded,1 d
Chronos2-COV,24,ME_WORKSHOP_BLOCK,564,0.02655879474145935,0.16025083948409607,0.037429078014184394,degraded,1 d
Chronos2-COV,24,MM_BLOCK,564,0.23820447440265766,0.5385115342553477,1.1443617021276595,healthy,1 d
Chronos2-COV,24,MRD_BLOCK,564,0.7322573784606676,0.6083337401263049,1.388758865248227,healthy,1 d
Chronos2-COV,24,NBX,561,0.3503840623118661,0.827282815912408,0.8031729055258466,healthy,1 d
Chronos2-COV,24,NEW_BLOCK,564,0.035575288402061936,0.5145857570453007,0.1748936170212766,healthy,1 d
Chronos2-COV,24,NEW_BLOCK_RO,564,0.00046349422393345235,0.23081113518517005,0.0003900709219858156,dead,1 d
Chronos2-COV,24,TECH_PARK,564,0.17560143415069748,0.5121260462292859,0.40037234042553194,healthy,1 d
Chronos2-COV,48,BE_BLOCK_OHT,1139,0.7361672617888848,0.7765113056583992,1.935873573309921,healthy,2 d
Chronos2-COV,48,BE_BLOCK_RO,1139,0.007929635390989268,0.600395637935194,0.01141352063213345,dead,2 d
Chronos2-COV,48,CRICKET_GROUND_OHT,1139,0.009078562245871856,0.16101220531839489,0.008674275680421423,degraded,2 d
Chronos2-COV,48,F_BLOCK,1139,0.37170622269661413,0.6376208107487256,0.716865671641791,healthy,2 d
Chronos2-COV,48,GJBC_BLOCK_1_A1_BOYS,1139,0.07998091718834466,0.6018111343136976,0.1584899034240562,degraded,2 d
Chronos2-COV,48,GJBC_BLOCK_1_A2_GIRLS,1139,0.07623564970163633,0.5598336862676874,0.16414398595259,healthy,2 d
Chronos2-COV,48,GJBC_BLOCK_1_A3,1139,0.10159481400429313,0.602571855966096,0.18919227392449517,healthy,2 d
Chronos2-COV,48,GJBC_BLOCK_1_A4_RO,1139,0.004009679635129975,0.06723465272046761,0.00398595258999122,degraded,2 d
Chronos2-COV,48,GJBC_BLOCK_2_A1,1138,0.11718657447866482,0.5624444686414406,0.40746924428822495,healthy,2 d
Chronos2-COV,48,GJBC_LAW_BLOCK_3_A4_BOYS,1139,0.5878496302922008,0.7098896442450288,1.2830465320456539,healthy,2 d
Chronos2-COV,48,GJBC_LAW_BLOCK_3__A1,1133,0.38347747828670026,1.5553154683179518,0.6342365401588703,healthy,2 d
Chronos2-COV,48,GJBC_LAW_BLOCK_3__A2,1139,0.17765528495108693,0.41598061693437455,0.4311676909569798,healthy,2 d
Chronos2-COV,48,GJBC_LAW_BLOCK_3__A3_GIRLS,1139,0.15187946225384855,0.5954733980471723,0.33749780509218613,healthy,2 d
Chronos2-COV,48,G_BLOCK,1139,0.3505099369047816,0.6947245429538697,1.0233450395083405,healthy,2 d
Chronos2-COV,48,I&H_BLOCK,1139,0.3135670194304544,0.8309927095336369,0.31230904302019313,degraded,2 d
Chronos2-COV,48,INFORMATION_CENTRE,1139,0.017696550768604657,2.0627984732618567,0.017383669885864796,dead,2 d
Chronos2-COV,48,IT_BLOCK,1139,0.06336744078798866,1.0854362967409243,0.09395083406496928,degraded,2 d
Chronos2-COV,48,ME_WORKSHOP_BLOCK,1139,0.02593921032479921,0.15655166744622454,0.036523266022827044,degraded,2 d
Chronos2-COV,48,MM_BLOCK,1139,0.24316622860082104,0.5496816130369007,1.1396049165935032,healthy,2 d
Chronos2-COV,48,MRD_BLOCK,1139,0.7876418602351455,0.6544476440201532,1.4137137840210712,healthy,2 d
Chronos2-COV,48,NBX,1133,0.3412206915481261,0.8058040920745124,0.7871138570167696,healthy,2 d
Chronos2-COV,48,NEW_BLOCK,1139,0.035696362611805796,0.5163201574942946,0.17575065847234417,healthy,2 d
Chronos2-COV,48,NEW_BLOCK_RO,1139,0.0004390052047413402,0.21859109675646163,0.00038630377524143984,dead,2 d
Chronos2-COV,48,TECH_PARK,1139,0.17854641516235858,0.5207300499172632,0.4035557506584723,healthy,2 d
Chronos2-COV,72,BE_BLOCK_OHT,1715,0.7321613111551579,0.772264507932731,1.9161574344023324,healthy,3 d
Chronos2-COV,72,BE_BLOCK_RO,1715,0.007863393491541332,0.5953929344258025,0.011131195335276968,dead,3 d
Chronos2-COV,72,CRICKET_GROUND_OHT,1715,0.009560289493237919,0.16975902013929678,0.00917201166180758,degraded,3 d
Chronos2-COV,72,F_BLOCK,1715,0.37553040557839085,0.6441369270558467,0.720927113702624,healthy,3 d
Chronos2-COV,72,GJBC_BLOCK_1_A1_BOYS,1715,0.08058085903377644,0.6062948200552155,0.158600583090379,degraded,3 d
Chronos2-COV,72,GJBC_BLOCK_1_A2_GIRLS,1715,0.07725566237035367,0.5673043190360548,0.16416909620991255,healthy,3 d
Chronos2-COV,72,GJBC_BLOCK_1_A3,1715,0.10276722664648867,0.6094952899027467,0.18946938775510205,healthy,3 d
Chronos2-COV,72,GJBC_BLOCK_1_A4_RO,1715,0.004272145952779594,0.07159864566716136,0.004250728862973761,degraded,3 d
Chronos2-COV,72,GJBC_BLOCK_2_A1,1713,0.1180455556235255,0.566528547854477,0.405563339171045,healthy,3 d
Chronos2-COV,72,GJBC_LAW_BLOCK_3_A4_BOYS,1715,0.594989108473497,0.7185137107689401,1.2839475218658891,healthy,3 d
Chronos2-COV,72,GJBC_LAW_BLOCK_3__A1,1706,0.38179960708335864,1.548561558465219,0.6290328253223916,healthy,3 d
Chronos2-COV,72,GJBC_LAW_BLOCK_3__A2,1715,0.18295496963342495,0.4283392757842004,0.427399416909621,healthy,3 d
Chronos2-COV,72,GJBC_LAW_BLOCK_3__A3_GIRLS,1715,0.15520881246060741,0.6084683277580005,0.33490379008746357,healthy,3 d
Chronos2-COV,72,G_BLOCK,1715,0.3583104812188329,0.7101535961808878,1.01667638483965,healthy,3 d
Chronos2-COV,72,I&H_BLOCK,1715,0.3002251956716571,0.7960134102861158,0.29879883381924194,degraded,3 d
Chronos2-COV,72,INFORMATION_CENTRE,1715,0.017555843545596386,2.0449434862086955,0.017247813411078717,dead,3 d
Chronos2-COV,72,IT_BLOCK,1715,0.06323488151019238,1.0834502655846738,0.09289795918367347,degraded,3 d
Chronos2-COV,72,ME_WORKSHOP_BLOCK,1715,0.025692320849735606,0.15505740715167826,0.0361399416909621,degraded,3 d
Chronos2-COV,72,MM_BLOCK,1715,0.24332226256378886,0.5500198249342092,1.136932944606414,healthy,3 d
Chronos2-COV,72,MRD_BLOCK,1715,0.8076002763561883,0.6710485080070152,1.4237551020408161,healthy,3 d
Chronos2-COV,72,NBX,1706,0.33361894765115424,0.7878966997323712,0.7730070339976554,healthy,3 d
Chronos2-COV,72,NEW_BLOCK,1715,0.035884600775582455,0.5190046513309904,0.17590087463556853,healthy,3 d
Chronos2-COV,72,NEW_BLOCK_RO,1715,0.0004149483591684686,0.20654841032932383,0.00037900874635568517,dead,3 d
Chronos2-COV,72,TECH_PARK,1715,0.17943039524381432,0.5232978827230007,0.40137609329446067,healthy,3 d
Chronos2-COV,168,BE_BLOCK_OHT,4019,0.7250429831413703,0.7647407539415982,1.8786290121920877,healthy,7 d
Chronos2-COV,168,BE_BLOCK_RO,4019,0.008062280461912348,0.6103029603150817,0.01094302065190346,dead,7 d
Chronos2-COV,168,CRICKET_GROUND_OHT,4019,0.009027551781663286,0.16059218862473007,0.008621547648668822,degraded,7 d
Chronos2-COV,168,F_BLOCK,4019,0.3564400594751762,0.6113251112932417,0.7129634237372481,healthy,7 d
Chronos2-COV,168,GJBC_BLOCK_1_A1_BOYS,4019,0.08294441756093701,0.6239898187019978,0.15860413038069174,degraded,7 d
Chronos2-COV,168,GJBC_BLOCK_1_A2_GIRLS,4019,0.08050149219150003,0.5910372849540694,0.16429957700920628,healthy,7 d
Chronos2-COV,168,GJBC_BLOCK_1_A3,4019,0.10513764464304975,0.6234356455070482,0.18890768847972134,healthy,7 d
Chronos2-COV,168,GJBC_BLOCK_1_A4_RO,4019,0.004179588176981384,0.06999355774965345,0.0041602388653894,degraded,7 d
Chronos2-COV,168,GJBC_BLOCK_2_A1,4013,0.11972726098103266,0.5745521704522596,0.3998504859207575,healthy,7 d
Chronos2-COV,168,GJBC_LAW_BLOCK_3_A4_BOYS,4019,0.6115206028353845,0.7385108881705094,1.2819656631002738,healthy,7 d
Chronos2-COV,168,GJBC_LAW_BLOCK_3__A1,3995,0.4124254507223268,1.673198699612046,0.6534518147684606,healthy,7 d
Chronos2-COV,168,GJBC_LAW_BLOCK_3__A2,4019,0.19168552786860785,0.44849865936126787,0.41123413784523516,healthy,7 d
Chronos2-COV,168,GJBC_LAW_BLOCK_3__A3_GIRLS,4019,0.1660095275719387,0.6505737454608194,0.323018163722319,healthy,7 d
Chronos2-COV,168,G_BLOCK,4019,0.3680169081646401,0.7294475008729396,1.0174222443393879,healthy,7 d
Chronos2-COV,168,I&H_BLOCK,4019,0.3065909241987835,0.8134393106463589,0.30510077133615326,degraded,7 d
Chronos2-COV,168,INFORMATION_CENTRE,4019,0.01568984053138218,1.820335580736386,0.015349589450111967,dead,7 d
Chronos2-COV,168,IT_BLOCK,4019,0.06194620308518395,1.0622608152137523,0.09161731774073152,degraded,7 d
Chronos2-COV,168,ME_WORKSHOP_BLOCK,4019,0.02522080349826522,0.15217134420955,0.03508584224931575,degraded,7 d
