model,step,mae
Chronos2-COV-XL,29,0.20064041136964428
Chronos2-COV-XL,30,0.21025854368721614
Chronos2-COV-XL,31,0.2169088324589029
Chronos2-COV-XL,32,0.21316125379310202
Chronos2-COV-XL,33,0.18815363102982602
Chronos2-COV-XL,34,0.21347167152906169
Chronos2-COV-XL,35,0.2153749029560883
Chronos2-COV-XL,36,0.2037523021235595
Chronos2-COV-XL,37,0.24326070647233589
Chronos2-COV-XL,38,0.2571253254165054
Chronos2-COV-XL,39,0.21355291991661943
Chronos2-COV-XL,40,0.24366180976253116
Chronos2-COV-XL,41,0.24140045172446964
Chronos2-COV-XL,42,0.2694585761890347
Chronos2-COV-XL,43,0.23459818335309138
Chronos2-COV-XL,44,0.17449336269563062
Chronos2-COV-XL,45,0.1937423543730872
Chronos2-COV-XL,46,0.19168386971818932
Chronos2-COV-XL,47,0.21692871416920956
Chronos2-COV-XL,48,0.249522461023193
Chronos2-COV-XL,49,0.21733222758295598
Chronos2-COV-XL,50,0.20509436609575363
Chronos2-COV-XL,51,0.21095835612777863
Chronos2-COV-XL,52,0.20576191322280338
Chronos2-COV-XL,53,0.2130895560041649
Chronos2-COV-XL,54,0.22020310123231362
Chronos2-COV-XL,55,0.2055811367142956
Chronos2-COV-XL,56,0.19730280999837205
Chronos2-COV-XL,57,0.21725011858018356
Chronos2-COV-XL,58,0.20554418397412114
Chronos2-COV-XL,59,0.19502082481517088
Chronos2-COV-XL,60,0.24420534313267936
Chronos2-COV-XL,61,0.25607760552684344
Chronos2-COV-XL,62,0.21065487117426931
Chronos2-COV-XL,63,0.23835834742536866
Chronos2-COV-XL,64,0.24017537106718617
Chronos2-COV-XL,65,0.276883044988495
Chronos2-COV-XL,66,0.22465149634712298
Chronos2-COV-XL,67,0.1779547860417819
Chronos2-COV-XL,68,0.19975212367981188
Chronos2-COV-XL,69,0.1969051151885732
Chronos2-COV-XL,70,0.21582336692880444
Chronos2-COV-XL,71,0.2506935069875625
Chronos2-COV-XL,72,0.2126891762315386
Chronos2-COV-XL,73,0.20279599456525124
Chronos2-COV-XL,74,0.21278958876622922
Chronos2-COV-XL,75,0.21424003008538453
Chronos2-COV-XL,76,0.2209191749052924
Chronos2-COV-XL,77,0.22274317681285133
Chronos2-COV-XL,78,0.20454389755836827
Chronos2-COV-XL,79,0.19498975462612889
Chronos2-COV-XL,80,0.21829148237230078
Chronos2-COV-XL,81,0.20649183347815173
Chronos2-COV-XL,82,0.19769646520223938
Chronos2-COV-XL,83,0.23665981136976674
Chronos2-COV-XL,84,0.25370306931044373
Chronos2-COV-XL,85,0.19914877784283613
Chronos2-COV-XL,86,0.25282274678881855
Chronos2-COV-XL,87,0.24272907492907203
Chronos2-COV-XL,88,0.283975966720518
Chronos2-COV-XL,89,0.21517504589522418
Chronos2-COV-XL,90,0.1788159039545946
Chronos2-COV-XL,91,0.20102035961776932
Chronos2-COV-XL,92,0.19709966881759058
Chronos2-COV-XL,93,0.20914762772275733
Chronos2-COV-XL,94,0.2519411962804265
Chronos2-COV-XL,95,0.2132199254519987
Chronos2-COV-XL,96,0.2070563775053572
Chronos2-COV-XL,97,0.21439023190990253
Chronos2-COV-XL,98,0.21021953151292855
Chronos2-COV-XL,99,0.21476066580782371
Chronos2-COV-XL,100,0.22270861270708542
Chronos2-COV-XL,101,0.20689862410125998
Chronos2-COV-XL,102,0.19266090295790492
Chronos2-COV-XL,103,0.2036936325060924
Chronos2-COV-XL,104,0.20674554757530939
Chronos2-COV-XL,105,0.19992008533298455
Chronos2-COV-XL,106,0.2480823156711267
Chronos2-COV-XL,107,0.22847184332114315
Chronos2-COV-XL,108,0.1929207835266344
Chronos2-COV-XL,109,0.25667896802190726
Chronos2-COV-XL,110,0.2418805398893346
Chronos2-COV-XL,111,0.29729500352813676
Chronos2-COV-XL,112,0.22710776178559855
Chronos2-COV-XL,113,0.17366351527665216
Chronos2-COV-XL,114,0.20525123953120783
Chronos2-COV-XL,115,0.19873842982981435
Chronos2-COV-XL,116,0.20869741678686193
Chronos2-COV-XL,117,0.2524258523883327
Chronos2-COV-XL,118,0.21335131306209304
Chronos2-COV-XL,119,0.20017347809930292
Chronos2-COV-XL,120,0.21053954662529994
Chronos2-COV-XL,121,0.20951251821932182
Chronos2-COV-XL,122,0.21456126205529774
Chronos2-COV-XL,123,0.2235661382168756
Chronos2-COV-XL,124,0.20551334517201514
Chronos2-COV-XL,125,0.19218510787186258
Chronos2-COV-XL,126,0.20644548750752112
Chronos2-COV-XL,127,0.2048908613049793
Chronos2-COV-XL,128,0.2049569587017605
Chronos2-COV-XL,129,0.25188210879338535
Chronos2-COV-XL,130,0.2229620137121593
Chronos2-COV-XL,131,0.20136027654546826
Chronos2-COV-XL,132,0.25834470522664765
Chronos2-COV-XL,133,0.24594442125794658
Chronos2-COV-XL,134,0.28962639115332217
Chronos2-COV-XL,135,0.24533174828475585
Chronos2-COV-XL,136,0.18841025457708974
Chronos2-COV-XL,137,0.22417824917683862
Chronos2-COV-XL,138,0.20030756699722665
Chronos2-COV-XL,139,0.21219514537187123
Chronos2-COV-XL,140,0.2627496441281174
Chronos2-COV-XL,141,0.21432790025916498
Chronos2-COV-XL,142,0.20226476131711238
Chronos2-COV-XL,143,0.21029979145861352
Chronos2-COV-XL,144,0.20599356977977668
Chronos2-COV-XL,145,0.2122666659009984
Chronos2-COV-XL,146,0.21965066499205324
Chronos2-COV-XL,147,0.21004581761160404
Chronos2-COV-XL,148,0.19448900232881797
Chronos2-COV-XL,149,0.20569535667242034
Chronos2-COV-XL,150,0.20857792238439693
Chronos2-COV-XL,151,0.2007323099209538
Chronos2-COV-XL,152,0.25460899034079276
Chronos2-COV-XL,153,0.22734213227489816
Chronos2-COV-XL,154,0.20545608309196622
Chronos2-COV-XL,155,0.2632629247323469
Chronos2-COV-XL,156,0.24335600677852604
Chronos2-COV-XL,157,0.29084139560133027
Chronos2-COV-XL,158,0.24615227184543875
Chronos2-COV-XL,159,0.19424728377167053
Chronos2-COV-XL,160,0.2237437708021425
Chronos2-COV-XL,161,0.20780961639002857
Chronos2-COV-XL,162,0.2051529264239192
Chronos2-COV-XL,163,0.257596519676772
Chronos2-COV-XL,164,0.21420848606741452
Chronos2-COV-XL,165,0.19957984105106444
Chronos2-COV-XL,166,0.20963904456457771
Chronos2-COV-XL,167,0.20313230376844496
Chronos2-COV-XL,168,0.2209459043509681
Chronos2-ZS,1,0.1822700012404433
Chronos2-ZS,2,0.2303496228131437
Chronos2-ZS,3,0.2014817866293419
Chronos2-ZS,4,0.1847466195913234
Chronos2-ZS,5,0.1948112859730204
Chronos2-ZS,6,0.1910988890038358
Chronos2-ZS,7,0.20328438660969672
Chronos2-ZS,8,0.21202293048197235
Chronos2-ZS,9,0.2259284740876804
Chronos2-ZS,10,0.18814260527739357
Chronos2-ZS,11,0.21126362011306912
Chronos2-ZS,12,0.21233554725855355
Chronos2-ZS,13,0.2016851577365944
Chronos2-ZS,14,0.2509080492133742
Chronos2-ZS,15,0.24616314639715287
Chronos2-ZS,16,0.20427123092649127
Chronos2-ZS,17,0.22875214820004328
Chronos2-ZS,18,0.22427495735419906
Chronos2-ZS,19,0.2670540430294531
Chronos2-ZS,20,0.24052668362560234
Chronos2-ZS,21,0.17664365153528788
Chronos2-ZS,22,0.1964963098723541
Chronos2-ZS,23,0.18986415792521116
Chronos2-ZS,24,0.21604964486953035
Chronos2-ZS,25,0.24731523081616827
Chronos2-ZS,26,0.21871792498036988
Chronos2-ZS,27,0.1999116501238359
Chronos2-ZS,28,0.20688176072330983
Chronos2-ZS,29,0.20047566675257505
Chronos2-ZS,30,0.2155250142236845
Chronos2-ZS,31,0.2204748458953529
Chronos2-ZS,32,0.21329965970433679
Chronos2-ZS,33,0.19061295908581288
Chronos2-ZS,34,0.21633859767448788
Chronos2-ZS,35,0.21775080980853492
Chronos2-ZS,36,0.2099049437839292
Chronos2-ZS,37,0.24419607624287082
Chronos2-ZS,38,0.25360888116270264
Chronos2-ZS,39,0.21236216293478924
Chronos2-ZS,40,0.24276215230575365
Chronos2-ZS,41,0.24195772500196958
Chronos2-ZS,42,0.2726625653528673
Chronos2-ZS,43,0.2394875197822876
Chronos2-ZS,44,0.1759711101442616
Chronos2-ZS,45,0.1962454944794957
Chronos2-ZS,46,0.19235961598472506
Chronos2-ZS,47,0.21820590866440195
Chronos2-ZS,48,0.2496199382831037
Chronos2-ZS,49,0.21850259125499077
Chronos2-ZS,50,0.20943131646483976
Chronos2-ZS,51,0.21203979186370323
Chronos2-ZS,52,0.2073543632161196
Chronos2-ZS,53,0.21983777334998902
Chronos2-ZS,54,0.22460984013621987
Chronos2-ZS,55,0.20958211841014013
Chronos2-ZS,56,0.20068042570095712
Chronos2-ZS,57,0.2223269269569472
Chronos2-ZS,58,0.2105811085474569
Chronos2-ZS,59,0.19744333817238738
Chronos2-ZS,60,0.24543274310414645
Chronos2-ZS,61,0.2519157664592179
Chronos2-ZS,62,0.2060687375670346
Chronos2-ZS,63,0.23816763991848955
Chronos2-ZS,64,0.24152902201277662
Chronos2-ZS,65,0.2755437330793534
Chronos2-ZS,66,0.22939453671349458
Chronos2-ZS,67,0.1779708274293509
Chronos2-ZS,68,0.1976909872279948
Chronos2-ZS,69,0.199014309992459
Chronos2-ZS,70,0.2167528469353258
Chronos2-ZS,71,0.24988842753807047
Chronos2-ZS,72,0.21389770270450148
Chronos2-ZS,73,0.20364863368105143
Chronos2-ZS,74,0.21377112112183366
Chronos2-ZS,75,0.2139197626678273
Chronos2-ZS,76,0.22536001906658282
Chronos2-ZS,77,0.22666459574796236
Chronos2-ZS,78,0.2064448429661166
Chronos2-ZS,79,0.19638127350613002
Chronos2-ZS,80,0.22082180663828896
Chronos2-ZS,81,0.2120437113516588
Chronos2-ZS,82,0.20114426568914498
Chronos2-ZS,83,0.23962141113481467
Chronos2-ZS,84,0.25109750413753823
Chronos2-ZS,85,0.19850035713685632
Chronos2-ZS,86,0.25352009315484286
Chronos2-ZS,87,0.24511861059009485
Chronos2-ZS,88,0.28810206456021764
Chronos2-ZS,89,0.22298109073366407
Chronos2-ZS,90,0.18333239587007252
Chronos2-ZS,91,0.20499366837242497
Chronos2-ZS,92,0.20151729713320407
Chronos2-ZS,93,0.2118593299301574
Chronos2-ZS,94,0.2505275226586148
Chronos2-ZS,95,0.21674692809513443
Chronos2-ZS,96,0.21003717339884329
Chronos2-ZS,97,0.21842359328940106
Chronos2-ZS,98,0.21392095316350865
Chronos2-ZS,99,0.222290954368879
Chronos2-ZS,100,0.22850359750501514
Chronos2-ZS,101,0.2084242418720007
Chronos2-ZS,102,0.19582113313472896
Chronos2-ZS,103,0.207203376881583
Chronos2-ZS,104,0.2092083334054506
Chronos2-ZS,105,0.2026696960805849
Chronos2-ZS,106,0.2507786428261776
Chronos2-ZS,107,0.2253110791554718
Chronos2-ZS,108,0.19013112148299924
Chronos2-ZS,109,0.25692272669765465
Chronos2-ZS,110,0.24213599375146766
Chronos2-ZS,111,0.2951191865690998
Chronos2-ZS,112,0.22985678310573265
Chronos2-ZS,113,0.17448699184057465
Chronos2-ZS,114,0.20386276305124731
Chronos2-ZS,115,0.1986689428973963
Chronos2-ZS,116,0.20894863218247337
Chronos2-ZS,117,0.25364678921692557
Chronos2-ZS,118,0.2146647431491955
Chronos2-ZS,119,0.20191947368823154
Chronos2-ZS,120,0.21125393998604267
Chronos2-ZS,121,0.2126053243454829
Chronos2-ZS,122,0.220351403645893
Chronos2-ZS,123,0.22674653693863847
