model,tank,trust,mean_actual,mae,ref_mae,skill
Chronos2-ZS,GJBC_BLOCK_1_A1_BOYS,degraded,0.15852836879432625,0.07782898326767675,0.10400709219858156,0.25169542170184656
Chronos2-ZS,GJBC_BLOCK_1_A2_GIRLS,healthy,0.1647340425531915,0.0732540366576707,0.1023936170212766,0.28458395368093026
Chronos2-ZS,GJBC_BLOCK_1_A3,healthy,0.1895390070921986,0.09871806556134359,0.13134751773049644,0.24842077515391747
Chronos2-ZS,GJBC_BLOCK_1_A4_RO,degraded,0.00400709219858156,0.004039280416971529,0.005602836879432625,0.27906514076837285
Chronos2-ZS,GJBC_BLOCK_2_A1,healthy,0.4049468085106383,0.11780056795541277,0.20960992907801418,0.4380010122918897
Chronos2-ZS,GJBC_LAW_BLOCK_3_A4_BOYS,healthy,1.280709219858156,0.5939409305736528,0.9025886524822695,0.3419583450997128
Chronos2-ZS,GJBC_LAW_BLOCK_3__A1,healthy,0.6260071301247772,0.37538781821621503,0.5237433155080213,0.28325993458819465
Chronos2-ZS,GJBC_LAW_BLOCK_3__A2,healthy,0.4324468085106383,0.1704784379698706,0.2426595744680851,0.29745843186462784
Chronos2-ZS,GJBC_LAW_BLOCK_3__A3_GIRLS,healthy,0.3408333333333333,0.14454703821886516,0.18388297872340426,0.21391833424510698
Chronos2-ZS,G_BLOCK,healthy,1.0315248226950353,0.34944220378043805,0.5320390070921985,0.34320190978049425
Chronos2-ZS,I&H_BLOCK,degraded,0.314113475177305,0.3164233963910147,0.5689007092198581,0.44379855524361933
Chronos2-ZS,INFORMATION_CENTRE,dead,0.01730496453900709,0.01763200384591118,0.03664893617021276,0.5188945249591723
Chronos2-ZS,IT_BLOCK,degraded,0.09443262411347518,0.06232919397136421,0.09551418439716311,0.34743520698256136
Chronos2-ZS,ME_WORKSHOP_BLOCK,degraded,0.037429078014184394,0.026408967028589962,0.0376241134751773,0.2980840054606626
Chronos2-ZS,MM_BLOCK,healthy,1.1443617021276595,0.23676923800022043,0.32232269503546096,0.2654279650579001
Chronos2-ZS,MRD_BLOCK,healthy,1.388758865248227,0.7403120932088676,1.0859397163120568,0.31827514724018924
Chronos2-ZS,NBX,healthy,0.8031729055258466,0.35515430495488237,0.4968805704099822,0.2852320535257793
Chronos2-ZS,NEW_BLOCK,healthy,0.1748936170212766,0.03583980695998415,0.05079787234042553,0.2944624389029298
Chronos2-ZS,NEW_BLOCK_RO,dead,0.0003900709219858156,0.00046893362968529294,0.0006205673758865249,0.24434695102141368
Chronos2-ZS,TECH_PARK,healthy,0.40037234042553194,0.18035242630129164,0.3348581560283688,0.4614064998733004
PatchTST-Tuned,BE_BLOCK_OHT,healthy,1.9401241134751774,0.7723444922088731,1.0221631205673758,0.2444019191573209
PatchTST-Tuned,BE_BLOCK_RO,dead,0.01148936170212766,0.010914278969736924,0.011631205673758867,0.061638210528715764
