base,opponent,opponent_family,horizon,horizon_label,metric,n_origins,base_score,opponent_score,diff,improvement_pct,ci_lo_pct,ci_hi_pct,p_bootstrap,dm_stat,p_dm,significant_95,base_better,origins_won
Chronos2-ZS,DynamicOptimizedTheta,statistical,12,12 h,MASE,24,0.627832870455817,0.9577403606351499,-0.3299074901793328,34.44644328871619,22.27124214639286,54.350469864814265,0.0,-3.7851076528058485,0.0009577815416021984,True,True,24
Chronos2-ZS,DynamicOptimizedTheta,statistical,12,12 h,MAE,24,0.20245644476148775,0.27007967412517514,-0.06762322936368732,25.03825198350382,17.489702873568593,34.11102765978427,0.0,-5.748555164475624,7.435083027251821e-06,True,True,24
Chronos2-ZS,DynamicOptimizedTheta,statistical,24,1 d,MASE,24,0.6563016477223401,0.9638824804410148,-0.30758083271867465,31.910615553251276,21.625666102317883,48.488311490619495,0.0,-3.5642063882384742,0.0016483140713112743,True,True,24
Chronos2-ZS,DynamicOptimizedTheta,statistical,24,1 d,MAE,24,0.21110794348326048,0.2807399610376527,-0.0696320175543922,24.803030283620078,17.99611686315354,32.96355327996528,0.0,-5.244404543080184,2.5492782496971955e-05,True,True,24
Chronos2-ZS,DynamicOptimizedTheta,statistical,48,2 d,MASE,24,0.6668431302730689,0.9895878295197863,-0.3227446992467176,32.614053004606454,22.870698396323633,48.48668022031863,0.0,-3.31793583023544,0.002997857466443321,True,True,24
Chronos2-ZS,DynamicOptimizedTheta,statistical,48,2 d,MAE,24,0.21628921618847488,0.28881748737251167,-0.07252827118403678,25.112146720704313,19.393186084586,32.57622729080939,0.0,-5.149329238734351,3.223235092786325e-05,True,True,24
Chronos2-ZS,DynamicOptimizedTheta,statistical,72,3 d,MASE,24,0.6670011520667843,0.9933809069914816,-0.32637975492469734,32.855448763673095,22.72994015084526,49.68911508090651,0.0,-2.9811833865678663,0.006678677410326905,True,True,24
Chronos2-ZS,DynamicOptimizedTheta,statistical,72,3 d,MAE,24,0.2174327787558811,0.29204665109755973,-0.07461387234167861,25.548614257779473,19.809382875633784,32.79895578916965,0.0,-4.617128626771178,0.00012086970098668104,True,True,24
Chronos2-ZS,DynamicOptimizedTheta,statistical,168,7 d,MASE,24,0.6652976708299781,1.0155799516549024,-0.3502822808249242,34.49086211815565,23.8720157417705,51.72243856203643,0.0,-2.2172488536601684,0.036767019137512236,True,True,24
Chronos2-ZS,DynamicOptimizedTheta,statistical,168,7 d,MAE,24,0.2197993179577634,0.2989773090577766,-0.07917799110001324,26.482943253968582,20.786479696115894,34.09768778019329,0.0,-3.385529320756174,0.002546222449332669,True,True,24
Chronos2-ZS,SeasonalNaive,reference,6,6 h,MASE,24,0.596173475223719,0.9697212139619116,-0.37354773873819264,38.52114745556806,24.815073462623676,55.7822761712706,0.0,-4.735050787527105,9.00992756656116e-05,True,True,24
Chronos2-ZS,SeasonalNaive,reference,6,6 h,MAE,24,0.1958597924489299,0.30625144675925925,-0.11039165431032938,36.04608418294494,27.22721215587453,45.307987401119625,0.0,-7.642460015963502,9.313074156303003e-08,True,True,24
Chronos2-ZS,SeasonalNaive,reference,12,12 h,MASE,24,0.627832870455817,0.9638717673426972,-0.33603889688688016,34.863444316177805,26.51770666292236,44.34321165990954,0.0,-7.586661467016989,1.0527133498250407e-07,True,True,24
